Sequence  | Address         | Length  | TermCode            | Uri                                                                                       | Data
39        | 7ff7c85abf70h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vor#vor_(v128x32f,v128x32f)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 56 00 c5 f9 11 01 48 8b c1 c3
40        | 7ff7c85abfa0h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vor#vor_(v128x64f,v128x64f)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 56 00 c5 f9 11 01 48 8b c1 c3
41        | 7ff7c85abfd0h   | 25      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vor#vor_(v256x32f,v256x32f)                                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 56 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
42        | 7ff7c85ac000h   | 25      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vor#vor_(v256x64f,v256x64f)                                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 56 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
43        | 7ff7c85ac030h   | 31      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vxornot#vxornot_(v128x32f,v128x32f)                               | c5 f8 77 66 90 c4 c1 79 10 00 c5 f8 c2 c8 00 c5 f8 57 c1 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3
44        | 7ff7c85ac070h   | 31      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vxornot#vxornot_(v128x64f,v128x64f)                               | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 c2 c8 00 c5 f9 57 c1 c5 f9 57 02 c5 f9 11 01 48 8b c1 c3
45        | 7ff7c85ac0b0h   | 34      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vxornot#vxornot_(v256x32f,v256x32f)                               | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fc c2 c8 00 c5 fc 57 c1 c5 fc 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3
46        | 7ff7c85ac0f0h   | 34      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vxornot#vxornot_(v256x64f,v256x64f)                               | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd c2 c8 00 c5 fd 57 c1 c5 fd 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3
47        | 7ff7c85ac130h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?veq#veq_(v128x32f,v128x32f)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 c2 00 00 c5 f9 11 01 48 8b c1 c3
48        | 7ff7c85ac160h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?veq#veq_(v128x64f,v128x64f)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 c2 00 00 c5 f9 11 01 48 8b c1 c3
49        | 7ff7c85ac190h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?veq#veq_(v256x32f,v256x32f)                                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c c2 00 08 c5 fd 11 01 48 8b c1 c5 f8 77 c3
50        | 7ff7c85ac1c0h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?veq#veq_(v256x64f,v256x64f)                                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d c2 00 08 c5 fd 11 01 48 8b c1 c5 f8 77 c3
51        | 7ff7c85ac1f0h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vgt#vgt_(v128x32f,v128x32f)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 c2 00 06 c5 f9 11 01 48 8b c1 c3
52        | 7ff7c85ac220h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vgt#vgt_(v128x64f,v128x64f)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 c2 00 06 c5 f9 11 01 48 8b c1 c3
53        | 7ff7c85ac250h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vgt#vgt_(v256x32f,v256x32f)                                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c c2 00 1e c5 fd 11 01 48 8b c1 c5 f8 77 c3
54        | 7ff7c85ac280h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vgt#vgt_(v256x64f,v256x64f)                                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d c2 00 1e c5 fd 11 01 48 8b c1 c5 f8 77 c3
55        | 7ff7c85ac2b0h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vgteq#vgteq_(v128x32f,v128x32f)                                   | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 c2 00 05 c5 f9 11 01 48 8b c1 c3
56        | 7ff7c85ac2e0h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vgteq#vgteq_(v128x64f,v128x64f)                                   | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 c2 00 05 c5 f9 11 01 48 8b c1 c3
57        | 7ff7c85ac310h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vgteq#vgteq_(v256x32f,v256x32f)                                   | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c c2 00 1d c5 fd 11 01 48 8b c1 c5 f8 77 c3
58        | 7ff7c85ac340h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vgteq#vgteq_(v256x64f,v256x64f)                                   | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d c2 00 1d c5 fd 11 01 48 8b c1 c5 f8 77 c3
59        | 7ff7c85ac370h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vlt#vlt_(v128x32f,v128x32f)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 c2 00 01 c5 f9 11 01 48 8b c1 c3
60        | 7ff7c85ac3a0h   | 27      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vlt#vlt_(v128x64f,v128x64f)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c5 f9 c2 c1 01 c5 f9 11 01 48 8b c1 c3
61        | 7ff7c85ac3d0h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vlt#vlt_(v256x32f,v256x32f)                                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c c2 00 11 c5 fd 11 01 48 8b c1 c5 f8 77 c3
62        | 7ff7c85ac400h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vlt#vlt_(v256x64f,v256x64f)                                       | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d c2 00 11 c5 fd 11 01 48 8b c1 c5 f8 77 c3
63        | 7ff7c85ac430h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vlteq#vlteq_(v128x32f,v128x32f)                                   | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 c2 00 02 c5 f9 11 01 48 8b c1 c3
64        | 7ff7c85ac460h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vlteq#vlteq_(v128x64f,v128x64f)                                   | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 c2 00 02 c5 f9 11 01 48 8b c1 c3
65        | 7ff7c85ac490h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vlteq#vlteq_(v256x32f,v256x32f)                                   | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c c2 00 12 c5 fd 11 01 48 8b c1 c5 f8 77 c3
66        | 7ff7c85ac4c0h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vlteq#vlteq_(v256x64f,v256x64f)                                   | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d c2 00 12 c5 fd 11 01 48 8b c1 c5 f8 77 c3
67        | 7ff7c85ac4f0h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vmax#vmax_(v128x32f,v128x32f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 5f 00 c5 f9 11 01 48 8b c1 c3
68        | 7ff7c85ac520h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vmax#vmax_(v128x64f,v128x64f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 5f 00 c5 f9 11 01 48 8b c1 c3
69        | 7ff7c85ac550h   | 25      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vmax#vmax_(v256x32f,v256x32f)                                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 5f 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
70        | 7ff7c85ac580h   | 25      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vmax#vmax_(v256x64f,v256x64f)                                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 5f 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
71        | 7ff7c85ac5b0h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vmin#vmin_(v128x32f,v128x32f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 5d 00 c5 f9 11 01 48 8b c1 c3
72        | 7ff7c85ac5e0h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vmin#vmin_(v128x64f,v128x64f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 5d 00 c5 f9 11 01 48 8b c1 c3
73        | 7ff7c85ac610h   | 25      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vmin#vmin_(v256x32f,v256x32f)                                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 5d 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
74        | 7ff7c85ac640h   | 25      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vmin#vmin_(v256x64f,v256x64f)                                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 5d 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
75        | 7ff7c85ac670h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vneq#vneq_(v128x32f,v128x32f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 c2 00 04 c5 f9 11 01 48 8b c1 c3
76        | 7ff7c85ac6a0h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vneq#vneq_(v128x64f,v128x64f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 c2 00 04 c5 f9 11 01 48 8b c1 c3
77        | 7ff7c85ac6d0h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vneq#vneq_(v256x32f,v256x32f)                                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c c2 00 0c c5 fd 11 01 48 8b c1 c5 f8 77 c3
78        | 7ff7c85ac700h   | 26      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vneq#vneq_(v256x64f,v256x64f)                                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d c2 00 0c c5 fd 11 01 48 8b c1 c5 f8 77 c3
79        | 7ff7c85ac730h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vnlt#vnlt_(v128x64f,v128x64f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 c2 00 05 c5 f9 11 01 48 8b c1 c3
80        | 7ff7c85ac760h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vnlt#vnlt_(v128x32f,v128x32f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 c2 00 05 c5 f9 11 01 48 8b c1 c3
81        | 7ff7c85ac790h   | 29      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vnonz#vnonz_(v128x32f)                                            | c5 f8 77 66 90 c5 f9 10 01 c4 e2 79 0e 01 0f 94 c0 0f b6 c0 85 c0 0f 94 c0 0f b6 c0 c3
82        | 7ff7c85ac7c0h   | 29      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vnonz#vnonz_(v128x64f)                                            | c5 f8 77 66 90 c5 f9 10 01 c4 e2 79 0f 01 0f 94 c0 0f b6 c0 85 c0 0f 94 c0 0f b6 c0 c3
83        | 7ff7c85ac7f0h   | 32      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vnonz#vnonz_(v256x32f)                                            | c5 f8 77 66 90 c5 fd 10 01 c4 e2 7d 0e 01 0f 94 c0 0f b6 c0 85 c0 0f 94 c0 0f b6 c0 c5 f8 77 c3
84        | 7ff7c85ac830h   | 32      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vnonz#vnonz_(v256x64f)                                            | c5 f8 77 66 90 c5 fd 10 01 c4 e2 7d 0f 01 0f 94 c0 0f b6 c0 85 c0 0f 94 c0 0f b6 c0 c5 f8 77 c3
85        | 7ff7c85ac870h   | 21      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vtestc#vtestc_(v128x32f,v128x32f)                                 | c5 f8 77 66 90 c5 f9 10 01 c4 e2 79 0e 02 0f 92 c0 0f b6 c0 c3
86        | 7ff7c85ac8a0h   | 21      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vtestc#vtestc_(v128x64f,v128x64f)                                 | c5 f8 77 66 90 c5 f9 10 01 c4 e2 79 0f 02 0f 92 c0 0f b6 c0 c3
87        | 7ff7c85ac8d0h   | 24      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vtestc#vtestc_(v256x32f,v256x32f)                                 | c5 f8 77 66 90 c5 fd 10 01 c4 e2 7d 0e 02 0f 92 c0 0f b6 c0 c5 f8 77 c3
88        | 7ff7c85ac900h   | 24      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vtestc#vtestc_(v256x64f,v256x64f)                                 | c5 f8 77 66 90 c5 fd 10 01 c4 e2 7d 0f 02 0f 92 c0 0f b6 c0 c5 f8 77 c3
89        | 7ff7c85ac930h   | 21      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vtestz#vtestz_(v128x32f,v128x32f)                                 | c5 f8 77 66 90 c5 f9 10 01 c4 e2 79 0e 02 0f 94 c0 0f b6 c0 c3
90        | 7ff7c85ac960h   | 21      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vtestz#vtestz_(v128x64f,v128x64f)                                 | c5 f8 77 66 90 c5 f9 10 01 c4 e2 79 0f 02 0f 94 c0 0f b6 c0 c3
91        | 7ff7c85ac990h   | 24      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vtestz#vtestz_(v256x32f,v256x32f)                                 | c5 f8 77 66 90 c5 fd 10 01 c4 e2 7d 0e 02 0f 94 c0 0f b6 c0 c5 f8 77 c3
92        | 7ff7c85ac9c0h   | 24      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vtestz#vtestz_(v256x64f,v256x64f)                                 | c5 f8 77 66 90 c5 fd 10 01 c4 e2 7d 0f 02 0f 94 c0 0f b6 c0 c5 f8 77 c3
93        | 7ff7c85ac9f0h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vngt#vngt_(v128x32f,v128x32f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 c2 00 02 c5 f9 11 01 48 8b c1 c3
94        | 7ff7c85aca20h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vngt#vngt_(v128x64f,v128x64f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 c2 00 02 c5 f9 11 01 48 8b c1 c3
95        | 7ff7c85aca50h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vngteq#vngteq_(v128x32f,v128x32f)                                 | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 c2 00 01 c5 f9 11 01 48 8b c1 c3
96        | 7ff7c85aca80h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxfp?vngteq#vngteq_(v128x64f,v128x64f)                                 | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 c2 00 01 c5 f9 11 01 48 8b c1 c3
97        | 7ff7c85acab0h   | 11      | CTC_RET_ZED_SBB     | hex://intrinsics/dinxfp?convert#convert_(v128x32f,n64,64i)                                | c5 f8 77 66 90 c4 e1 fa 2d 01 c3
98        | 7ff7c85acad0h   | 10      | CTC_RET_INTR        | hex://intrinsics/dinxfp?convert#convert_(v128x32f,n32,32i)                                | c5 f8 77 66 90 c5 fa 2d 01 c3
99        | 7ff7c85acaf0h   | 11      | CTC_RET_ZED_SBB     | hex://intrinsics/dinxfp?convert#convert_(v128x64f,n64,64i)                                | c5 f8 77 66 90 c4 e1 fb 2d 01 c3
100       | 7ff7c85acb10h   | 17      | CTC_RET_INTR        | hex://intrinsics/dinxfp?convert#convert_(v128x32f,n128,32i)                               | c5 f8 77 66 90 c5 f9 5b 02 c5 f9 11 01 48 8b c1 c3
101       | 7ff7c85acb40h   | 17      | CTC_RET_INTR        | hex://intrinsics/dinxfp?convert#convert_(v128x32i,n128,32f)                               | c5 f8 77 66 90 c5 f8 5b 02 c5 f9 11 01 48 8b c1 c3
102       | 7ff7c85acb70h   | 20      | CTC_RET_INTR        | hex://intrinsics/dinxfp?convert#convert_(v128x32i,n256,64f)                               | c5 f8 77 66 90 c5 fe e6 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3
103       | 7ff7c85acba0h   | 17      | CTC_RET_INTR        | hex://intrinsics/dinxfp?convert#convert_(v128x64f,n128,32f)                               | c5 f8 77 66 90 c5 f9 5a 02 c5 f9 11 01 48 8b c1 c3
