Sequence  | Address         | Length  | TermCode            | Uri                                                                                       | Data
12        | 7ff7c85e53b0h   | 26      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?min#min_g[32f](v128x32f,v128x32f)                                | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c5 fa 5d c1 c5 f9 11 01 48 8b c1 c3
13        | 7ff7c85e53e0h   | 26      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?min#min_g[64f](v128x64f,v128x64f)                                | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c5 fb 5d c1 c5 f9 11 01 48 8b c1 c3
14        | 7ff7c85e5410h   | 26      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?max#max_g[32f](v128x32f,v128x32f)                                | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c5 fa 5f c1 c5 f9 11 01 48 8b c1 c3
15        | 7ff7c85e5440h   | 26      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?max#max_g[64f](v128x64f,v128x64f)                                | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c5 fb 5f c1 c5 f9 11 01 48 8b c1 c3
16        | 7ff7c85e5470h   | 23      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?ceil#ceil_g[32f](v128x32f)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0a c0 0a c5 f9 11 01 48 8b c1 c3
17        | 7ff7c85e54a0h   | 23      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?ceil#ceil_g[64f](v128x64f)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0b c0 0a c5 f9 11 01 48 8b c1 c3
18        | 7ff7c85e58e0h   | 23      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?floor#floor_g[32f](v128x32f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0a c0 0a c5 f9 11 01 48 8b c1 c3
19        | 7ff7c85e5910h   | 23      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?floor#floor_g[64f](v128x64f)                                     | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0b c0 0a c5 f9 11 01 48 8b c1 c3
20        | 7ff7c85e5940h   | 21      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?sqrt#sqrt_g[32f](v128x32f)                                       | c5 f8 77 66 90 c5 f9 10 02 c5 fa 51 c0 c5 f9 11 01 48 8b c1 c3
21        | 7ff7c85e5970h   | 21      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?sqrt#sqrt_g[64f](v128x64f)                                       | c5 f8 77 66 90 c5 f9 10 02 c5 fb 51 c0 c5 f9 11 01 48 8b c1 c3
22        | 7ff7c85e59a0h   | 32      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?fmadd#fmadd_g[32f](v128x32f,v128x32f,v128x32f)                   | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c1 79 10 11 c4 e2 71 a9 c2 c5 f9 11 01 48 8b c1 c3
23        | 7ff7c85e59e0h   | 32      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?fmadd#fmadd_g[64f](v128x64f,v128x64f,v128x64f)                   | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c1 79 10 11 c4 e2 f1 a9 c2 c5 f9 11 01 48 8b c1 c3
24        | 7ff7c85e5a20h   | 32      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?fmsub#fmsub_g[32f](v128x32f,v128x32f,v128x32f)                   | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c1 79 10 11 c4 e2 71 ab c2 c5 f9 11 01 48 8b c1 c3
25        | 7ff7c85e5a60h   | 32      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?fmsub#fmsub_g[64f](v128x64f,v128x64f,v128x64f)                   | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c1 79 10 11 c4 e2 f1 ab c2 c5 f9 11 01 48 8b c1 c3
26        | 7ff7c85e5aa0h   | 32      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?fnmadd#fnmadd_g[32f](v128x32f,v128x32f,v128x32f)                 | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c1 79 10 11 c4 e2 71 ad c2 c5 f9 11 01 48 8b c1 c3
27        | 7ff7c85e5ae0h   | 32      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?fnmadd#fnmadd_g[64f](v128x64f,v128x64f,v128x64f)                 | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c1 79 10 11 c4 e2 f1 ad c2 c5 f9 11 01 48 8b c1 c3
28        | 7ff7c85e5f20h   | 31      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?eq#eq_g[32f](v128x32f,v128x32f)                                  | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f8 2e c1 0f 9b c2 0f 94 c0 22 c2 0f b6 d0 8b c2 c3
29        | 7ff7c85e5f60h   | 31      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?eq#eq_g[64f](v128x64f,v128x64f)                                  | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f9 2e c1 0f 9b c2 0f 94 c0 22 c2 0f b6 d0 8b c2 c3
30        | 7ff7c85e5fa0h   | 31      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?neq#neq_g[32f](v128x32f,v128x32f)                                | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f8 2f c1 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3
31        | 7ff7c85e5fe0h   | 31      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?neq#neq_g[64f](v128x64f,v128x64f)                                | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f9 2f c1 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3
32        | 7ff7c85e6020h   | 24      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?lteq#lteq_g[32f](v128x32f,v128x32f)                              | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f8 2e c8 0f 93 c0 0f b6 c0 c3
33        | 7ff7c85e6050h   | 24      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?lteq#lteq_g[64f](v128x64f,v128x64f)                              | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f8 2e c8 0f 93 c0 0f b6 c0 c3
34        | 7ff7c85e6080h   | 49      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?ngt#ngt_g[32f](v128x32f,v128x32f)                                | 50 c5 f8 77 90 c5 f9 10 01 c5 f9 10 0a c5 fa c2 c1 02 c5 fa 11 44 24 04 8b 44 24 04 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 08 c3
35        | 7ff7c85e60d0h   | 49      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?ngt#ngt_g[64f](v128x64f,v128x64f)                                | 50 c5 f8 77 90 c5 f9 10 01 c5 f9 10 0a c5 fa c2 c1 02 c5 fa 11 44 24 04 8b 44 24 04 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 08 c3
36        | 7ff7c85e6120h   | 49      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?nlt#nlt_g[32f](v128x32f,v128x32f)                                | 50 c5 f8 77 90 c5 f9 10 01 c5 f9 10 0a c5 fa c2 c1 05 c5 fa 11 44 24 04 8b 44 24 04 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 08 c3
37        | 7ff7c85e6170h   | 49      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?nlt#nlt_g[64f](v128x64f,v128x64f)                                | 50 c5 f8 77 90 c5 f9 10 01 c5 f9 10 0a c5 fa c2 c1 05 c5 fa 11 44 24 04 8b 44 24 04 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 08 c3
38        | 7ff7c85e65d0h   | 24      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?gt#gt_g[32f](v128x32f,v128x32f)                                  | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f8 2f c1 0f 97 c0 0f b6 c0 c3
39        | 7ff7c85e6600h   | 24      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?gt#gt_g[64f](v128x64f,v128x64f)                                  | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f9 2f c1 0f 97 c0 0f b6 c0 c3
40        | 7ff7c85e6630h   | 24      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?gteq#gteq_g[32f](v128x32f,v128x32f)                              | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f8 2f c1 0f 93 c0 0f b6 c0 c3
41        | 7ff7c85e6660h   | 24      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?gteq#gteq_g[64f](v128x64f,v128x64f)                              | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f9 2f c1 0f 93 c0 0f b6 c0 c3
42        | 7ff7c85e6690h   | 24      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?lt#lt_g[32f](v128x32f,v128x32f)                                  | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f8 2f c8 0f 97 c0 0f b6 c0 c3
43        | 7ff7c85e66c0h   | 24      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?lt#lt_g[64f](v128x64f,v128x64f)                                  | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f9 2f c8 0f 97 c0 0f b6 c0 c3
44        | 7ff7c85e66f0h   | 87      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?cmp#cmp_g[32f](v128x32f,v128x32f,FpCmpMode~8u)                   | 56 48 83 ec 50 c5 f8 77 33 c0 48 89 44 24 40 48 89 44 24 48 48 8b f1 c5 f9 10 02 c4 c1 79 10 08 48 8d 4c 24 40 c5 f9 29 44 24 30 c5 f9 29 4c 24 20 48 8d 54 24 30 4c 8d 44 24 20 45 0f b6 c9 e8 f4 35 18 ff c5 f9 28 44 24 40 c5 f9 11 06 48 8b c6 48 83 c4 50 5e c3
45        | 7ff7c85e6760h   | 87      | CTC_RET_INTR        | hex://intrinsics/ginxsfp?cmp#cmp_g[64f](v128x64f,v128x64f,FpCmpMode~8u)                   | 56 48 83 ec 50 c5 f8 77 33 c0 48 89 44 24 40 48 89 44 24 48 48 8b f1 c5 f9 10 02 c4 c1 79 10 08 48 8d 4c 24 40 c5 f9 29 44 24 30 c5 f9 29 4c 24 20 48 8d 54 24 30 4c 8d 44 24 20 45 0f b6 c9 e8 7c 35 18 ff c5 f9 28 44 24 40 c5 f9 11 06 48 8b c6 48 83 c4 50 5e c3
