TermCode            | Size    | Uri
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv128x64i_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv128x64u_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv128x8i_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv128x8u_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv256x16i_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv256x16u_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv256x32i_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv256x32u_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv256x64i_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv256x64u_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv256x8i_8u
CTC_RET_INTR        | 36      | asm://intrinsics/bitpack?pack8_g#pack8_gv256x8u_8u
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv128x16i
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv128x16u
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv128x32i
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv128x32u
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv128x64i
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv128x64u
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv128x8i
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv128x8u
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv256x16i
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv256x16u
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv256x32i
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv256x32u
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv256x64i
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv256x64u
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv256x8i
CTC_RET_INTR        | 30      | asm://intrinsics/bitpack?packlsb8_g#packlsb8_gv256x8u
CTC_RET_INTR        | 17      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv128x16i
CTC_RET_INTR        | 17      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv128x16u
CTC_RET_INTR        | 17      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv128x32i
CTC_RET_INTR        | 17      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv128x32u
CTC_RET_INTR        | 17      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv128x64i
CTC_RET_INTR        | 17      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv128x64u
CTC_RET_INTR        | 17      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv128x8i
CTC_RET_INTR        | 17      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv128x8u
CTC_RET_INTR        | 19      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv256x16i
CTC_RET_INTR        | 19      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv256x16u
CTC_RET_INTR        | 19      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv256x32i
CTC_RET_INTR        | 19      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv256x32u
CTC_RET_INTR        | 19      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv256x64i
CTC_RET_INTR        | 19      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv256x64u
CTC_RET_INTR        | 19      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv256x8i
CTC_RET_INTR        | 19      | asm://intrinsics/bitpack?packmsb8_g#packmsb8_gv256x8u
CTC_RET_Zx7         | 85      | asm://intrinsics/bitpack?unpack8#unpack8_16u_b128x8u~in_32i
CTC_RET_Zx7         | 138     | asm://intrinsics/bitpack?unpack8#unpack8_32u_b256x8u~in_32i
CTC_RET_Zx7         | 136     | asm://intrinsics/bitpack?unpack8#unpack8_64u_b512x8u~in_32i
CTC_RET_Zx7         | 63      | asm://intrinsics/bitpack?unpack8#unpack8_8u_b64x8u~in_32i
CTC_RET_INTR        | 38      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn128_16i
CTC_RET_INTR        | 38      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn128_16u
CTC_RET_INTR        | 30      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn128_32f
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn128_32i
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn128_32u
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn128_64f
CTC_RET_INTR        | 31      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn128_64i
CTC_RET_INTR        | 31      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn128_64u
CTC_RET_INTR        | 37      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn128_8i
CTC_RET_INTR        | 37      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn128_8u
CTC_RET_INTR        | 41      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn256_16i
CTC_RET_INTR        | 41      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn256_16u
CTC_RET_INTR        | 33      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn256_32f
CTC_RET_INTR        | 37      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn256_32i
CTC_RET_INTR        | 37      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn256_32u
CTC_RET_INTR        | 31      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn256_64f
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn256_64i
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn256_64u
CTC_RET_INTR        | 40      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn256_8i
CTC_RET_INTR        | 40      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn256_8u
CTC_RET_INTR        | 62      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn512_16i
CTC_RET_INTR        | 62      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn512_16u
CTC_RET_INTR        | 49      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn512_32f
CTC_RET_INTR        | 56      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn512_32i
CTC_RET_INTR        | 56      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn512_32u
CTC_RET_INTR        | 53      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn512_64f
CTC_RET_INTR        | 61      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn512_64i
CTC_RET_INTR        | 61      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn512_64u
CTC_RET_INTR        | 60      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn512_8i
CTC_RET_INTR        | 60      | asm://intrinsics/cpuvector?vbroadcast_g#vbroadcast_gn512_8u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn128_16i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn128_16u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn128_32f
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn128_32i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn128_32u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn128_64f
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn128_64i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn128_64u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn128_8i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn128_8u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn256_16i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn256_16u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn256_32f
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn256_32i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn256_32u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn256_64f
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn256_64i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn256_64u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn256_8i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn256_8u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn512_16i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn512_16u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn512_32f
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn512_32i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn512_32u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn512_64f
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn512_64i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn512_64u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn512_8i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gn512_8u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv256x16i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv256x16u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv256x32f
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv256x32i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv256x32u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv256x64f
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv256x64i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv256x64u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv256x8i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv256x8u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv512x16i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv512x16u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv512x32f
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv512x32i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv512x32u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv512x64f
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv512x64i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv512x64u
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv512x8i
CTC_RET_ZED_SBB     | 11      | asm://intrinsics/cpuvector?vcount_g#vcount_gv512x8u
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g16i~in_v128x16i~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g16i~in_v256x16i~out
CTC_RET_INTR        | 77      | asm://intrinsics/cpuvector?vload_g#vload_g16i~in_v512x16i~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g16i~ptr_v128x16i~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g16i~ptr_v256x16i~out
CTC_RET_INTR        | 81      | asm://intrinsics/cpuvector?vload_g#vload_g16i~ptr_v512x16i~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g16u~in_v128x16u~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g16u~in_v256x16u~out
CTC_RET_INTR        | 77      | asm://intrinsics/cpuvector?vload_g#vload_g16u~in_v512x16u~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g16u~ptr_v128x16u~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g16u~ptr_v256x16u~out
CTC_RET_INTR        | 81      | asm://intrinsics/cpuvector?vload_g#vload_g16u~ptr_v512x16u~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g32f~in_v128x32f~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g32f~in_v256x32f~out
CTC_RET_INTR        | 77      | asm://intrinsics/cpuvector?vload_g#vload_g32f~in_v512x32f~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g32f~ptr_v128x32f~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g32f~ptr_v256x32f~out
CTC_RET_INTR        | 81      | asm://intrinsics/cpuvector?vload_g#vload_g32f~ptr_v512x32f~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g32i~in_v128x32i~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g32i~in_v256x32i~out
CTC_RET_INTR        | 77      | asm://intrinsics/cpuvector?vload_g#vload_g32i~in_v512x32i~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g32i~ptr_v128x32i~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g32i~ptr_v256x32i~out
CTC_RET_INTR        | 81      | asm://intrinsics/cpuvector?vload_g#vload_g32i~ptr_v512x32i~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g32u~in_v128x32u~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g32u~in_v256x32u~out
CTC_RET_INTR        | 77      | asm://intrinsics/cpuvector?vload_g#vload_g32u~in_v512x32u~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g32u~ptr_v128x32u~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g32u~ptr_v256x32u~out
CTC_RET_INTR        | 81      | asm://intrinsics/cpuvector?vload_g#vload_g32u~ptr_v512x32u~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g64f~in_v128x64f~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g64f~in_v256x64f~out
CTC_RET_INTR        | 77      | asm://intrinsics/cpuvector?vload_g#vload_g64f~in_v512x64f~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g64f~ptr_v128x64f~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g64f~ptr_v256x64f~out
CTC_RET_INTR        | 81      | asm://intrinsics/cpuvector?vload_g#vload_g64f~ptr_v512x64f~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g64i~in_v128x64i~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g64i~in_v256x64i~out
CTC_RET_INTR        | 77      | asm://intrinsics/cpuvector?vload_g#vload_g64i~in_v512x64i~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g64i~ptr_v128x64i~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g64i~ptr_v256x64i~out
CTC_RET_INTR        | 81      | asm://intrinsics/cpuvector?vload_g#vload_g64i~ptr_v512x64i~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g64u~in_v128x64u~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g64u~in_v256x64u~out
CTC_RET_INTR        | 77      | asm://intrinsics/cpuvector?vload_g#vload_g64u~in_v512x64u~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g64u~ptr_v128x64u~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g64u~ptr_v256x64u~out
CTC_RET_INTR        | 81      | asm://intrinsics/cpuvector?vload_g#vload_g64u~ptr_v512x64u~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g8i~in_v128x8i~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g8i~in_v256x8i~out
CTC_RET_INTR        | 77      | asm://intrinsics/cpuvector?vload_g#vload_g8i~in_v512x8i~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g8i~ptr_v128x8i~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g8i~ptr_v256x8i~out
CTC_RET_INTR        | 81      | asm://intrinsics/cpuvector?vload_g#vload_g8i~ptr_v512x8i~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g8u~in_v128x8u~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g8u~in_v256x8u~out
CTC_RET_INTR        | 77      | asm://intrinsics/cpuvector?vload_g#vload_g8u~in_v512x8u~out
CTC_RET_INTR        | 17      | asm://intrinsics/cpuvector?vload_g#vload_g8u~ptr_v128x8u~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_g8u~ptr_v256x8u~out
CTC_RET_INTR        | 81      | asm://intrinsics/cpuvector?vload_g#vload_g8u~ptr_v512x8u~out
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_gb128x16i~in
CTC_RET_INTR        | 31      | asm://intrinsics/cpuvector?vload_g#vload_gb128x16i~in_32i
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_gb128x16u~in
CTC_RET_INTR        | 31      | asm://intrinsics/cpuvector?vload_g#vload_gb128x16u~in_32i
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_gb128x32f~in
CTC_RET_INTR        | 31      | asm://intrinsics/cpuvector?vload_g#vload_gb128x32f~in_32i
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_gb128x32i~in
CTC_RET_INTR        | 31      | asm://intrinsics/cpuvector?vload_g#vload_gb128x32i~in_32i
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_gb128x32u~in
CTC_RET_INTR        | 31      | asm://intrinsics/cpuvector?vload_g#vload_gb128x32u~in_32i
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_gb128x64f~in
CTC_RET_INTR        | 30      | asm://intrinsics/cpuvector?vload_g#vload_gb128x64f~in_32i
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_gb128x64i~in
CTC_RET_INTR        | 30      | asm://intrinsics/cpuvector?vload_g#vload_gb128x64i~in_32i
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_gb128x64u~in
CTC_RET_INTR        | 30      | asm://intrinsics/cpuvector?vload_g#vload_gb128x64u~in_32i
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_gb128x8i~in
CTC_RET_INTR        | 30      | asm://intrinsics/cpuvector?vload_g#vload_gb128x8i~in_32i
CTC_RET_INTR        | 20      | asm://intrinsics/cpuvector?vload_g#vload_gb128x8u~in
CTC_RET_INTR        | 30      | asm://intrinsics/cpuvector?vload_g#vload_gb128x8u~in_32i
CTC_RET_INTR        | 23      | asm://intrinsics/cpuvector?vload_g#vload_gb256x16i~in
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vload_g#vload_gb256x16i~in_32i
CTC_RET_INTR        | 23      | asm://intrinsics/cpuvector?vload_g#vload_gb256x16u~in
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vload_g#vload_gb256x16u~in_32i
CTC_RET_INTR        | 23      | asm://intrinsics/cpuvector?vload_g#vload_gb256x32f~in
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vload_g#vload_gb256x32f~in_32i
CTC_RET_INTR        | 23      | asm://intrinsics/cpuvector?vload_g#vload_gb256x32i~in
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vload_g#vload_gb256x32i~in_32i
CTC_RET_INTR        | 23      | asm://intrinsics/cpuvector?vload_g#vload_gb256x32u~in
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vload_g#vload_gb256x32u~in_32i
CTC_RET_INTR        | 23      | asm://intrinsics/cpuvector?vload_g#vload_gb256x64f~in
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vload_g#vload_gb256x64f~in_32i
CTC_RET_INTR        | 23      | asm://intrinsics/cpuvector?vload_g#vload_gb256x64i~in
CTC_RET_INTR        | 34      | asm://intrinsics/cpuvector?vload_g#vload_gb256x64i~in_32i
CTC_RET_INTR        | 23      | asm://intrinsics/cpuvector?vload_g#vload_gb256x64u~in
