TermCode            | Size    | Uri
CTC_RET_INTR        | 47      | asm://logix/vector.ops_imm?sll_g#sll_gv128x8u_8u-imm13
CTC_RET_INTR        | 49      | asm://logix/vector.ops_imm?sll_g#sll_gv128x8u_8u-imm5
CTC_RET_INTR        | 47      | asm://logix/vector.ops_imm?sll_g#sll_gv128x8u_8u-imm9
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?sll_g#sll_gv256x16u_8u-imm13
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?sll_g#sll_gv256x16u_8u-imm5
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?sll_g#sll_gv256x16u_8u-imm9
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?sll_g#sll_gv256x32u_8u-imm13
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?sll_g#sll_gv256x32u_8u-imm5
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?sll_g#sll_gv256x32u_8u-imm9
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?sll_g#sll_gv256x64u_8u-imm13
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?sll_g#sll_gv256x64u_8u-imm5
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?sll_g#sll_gv256x64u_8u-imm9
CTC_RET_INTR        | 50      | asm://logix/vector.ops_imm?sll_g#sll_gv256x8u_8u-imm13
CTC_RET_INTR        | 52      | asm://logix/vector.ops_imm?sll_g#sll_gv256x8u_8u-imm5
CTC_RET_INTR        | 50      | asm://logix/vector.ops_imm?sll_g#sll_gv256x8u_8u-imm9
CTC_RET_INTR        | 20      | asm://logix/vector.ops_imm?srl_g#srl_gv128x16u_8u-imm13
CTC_RET_INTR        | 20      | asm://logix/vector.ops_imm?srl_g#srl_gv128x16u_8u-imm5
CTC_RET_INTR        | 20      | asm://logix/vector.ops_imm?srl_g#srl_gv128x16u_8u-imm9
CTC_RET_INTR        | 20      | asm://logix/vector.ops_imm?srl_g#srl_gv128x32u_8u-imm13
CTC_RET_INTR        | 20      | asm://logix/vector.ops_imm?srl_g#srl_gv128x32u_8u-imm5
CTC_RET_INTR        | 20      | asm://logix/vector.ops_imm?srl_g#srl_gv128x32u_8u-imm9
CTC_RET_INTR        | 20      | asm://logix/vector.ops_imm?srl_g#srl_gv128x64u_8u-imm13
CTC_RET_INTR        | 20      | asm://logix/vector.ops_imm?srl_g#srl_gv128x64u_8u-imm5
CTC_RET_INTR        | 20      | asm://logix/vector.ops_imm?srl_g#srl_gv128x64u_8u-imm9
CTC_RET_INTR        | 47      | asm://logix/vector.ops_imm?srl_g#srl_gv128x8u_8u-imm13
CTC_RET_INTR        | 49      | asm://logix/vector.ops_imm?srl_g#srl_gv128x8u_8u-imm5
CTC_RET_INTR        | 47      | asm://logix/vector.ops_imm?srl_g#srl_gv128x8u_8u-imm9
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?srl_g#srl_gv256x16u_8u-imm13
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?srl_g#srl_gv256x16u_8u-imm5
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?srl_g#srl_gv256x16u_8u-imm9
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?srl_g#srl_gv256x32u_8u-imm13
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?srl_g#srl_gv256x32u_8u-imm5
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?srl_g#srl_gv256x32u_8u-imm9
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?srl_g#srl_gv256x64u_8u-imm13
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?srl_g#srl_gv256x64u_8u-imm5
CTC_RET_INTR        | 23      | asm://logix/vector.ops_imm?srl_g#srl_gv256x64u_8u-imm9
CTC_RET_INTR        | 50      | asm://logix/vector.ops_imm?srl_g#srl_gv256x8u_8u-imm13
CTC_RET_INTR        | 52      | asm://logix/vector.ops_imm?srl_g#srl_gv256x8u_8u-imm5
CTC_RET_INTR        | 50      | asm://logix/vector.ops_imm?srl_g#srl_gv256x8u_8u-imm9
