TermCode            | Size    | Uri
CTC_RET_INTR        | 116     | asm://logix/bitmatrix.ops?impl_g#impl_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 45      | asm://logix/bitmatrix.ops?impl_g#impl_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 155     | asm://logix/bitmatrix.ops?impl_g#impl_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 85      | asm://logix/bitmatrix.ops?impl_g#impl_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 156     | asm://logix/bitmatrix.ops?impl_g#impl_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 86      | asm://logix/bitmatrix.ops?impl_g#impl_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 104     | asm://logix/bitmatrix.ops?impl_g#impl_gbm8x8u~in_bm8x8u~in
CTC_RET_Zx3         | 33      | asm://logix/bitmatrix.ops?impl_g#impl_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_SBB         | 28      | asm://logix/bitmatrix.ops?left_g#left_gbm16x16u~in_bm16x16u~in
CTC_INTRx2          | 100     | asm://logix/bitmatrix.ops?left_g#left_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_SBB         | 28      | asm://logix/bitmatrix.ops?left_g#left_gbm32x32u~in_bm32x32u~in
CTC_INTRx2          | 101     | asm://logix/bitmatrix.ops?left_g#left_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_SBB         | 28      | asm://logix/bitmatrix.ops?left_g#left_gbm64x64u~in_bm64x64u~in
CTC_INTRx2          | 101     | asm://logix/bitmatrix.ops?left_g#left_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_SBB         | 28      | asm://logix/bitmatrix.ops?left_g#left_gbm8x8u~in_bm8x8u~in
CTC_INTRx2          | 97      | asm://logix/bitmatrix.ops?left_g#left_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 124     | asm://logix/bitmatrix.ops?lnot_g#lnot_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 59      | asm://logix/bitmatrix.ops?lnot_g#lnot_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 156     | asm://logix/bitmatrix.ops?lnot_g#lnot_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 91      | asm://logix/bitmatrix.ops?lnot_g#lnot_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 157     | asm://logix/bitmatrix.ops?lnot_g#lnot_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 92      | asm://logix/bitmatrix.ops?lnot_g#lnot_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 92      | asm://logix/bitmatrix.ops?lnot_g#lnot_gbm8x8u~in_bm8x8u~in
CTC_RET_SBB         | 24      | asm://logix/bitmatrix.ops?lnot_g#lnot_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 116     | asm://logix/bitmatrix.ops?nand_g#nand_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 45      | asm://logix/bitmatrix.ops?nand_g#nand_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 155     | asm://logix/bitmatrix.ops?nand_g#nand_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 85      | asm://logix/bitmatrix.ops?nand_g#nand_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 156     | asm://logix/bitmatrix.ops?nand_g#nand_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 86      | asm://logix/bitmatrix.ops?nand_g#nand_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 104     | asm://logix/bitmatrix.ops?nand_g#nand_gbm8x8u~in_bm8x8u~in
CTC_RET_Zx3         | 33      | asm://logix/bitmatrix.ops?nand_g#nand_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 108     | asm://logix/bitmatrix.ops?nonimpl_g#nonimpl_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 37      | asm://logix/bitmatrix.ops?nonimpl_g#nonimpl_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 147     | asm://logix/bitmatrix.ops?nonimpl_g#nonimpl_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 77      | asm://logix/bitmatrix.ops?nonimpl_g#nonimpl_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 147     | asm://logix/bitmatrix.ops?nonimpl_g#nonimpl_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 77      | asm://logix/bitmatrix.ops?nonimpl_g#nonimpl_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 103     | asm://logix/bitmatrix.ops?nonimpl_g#nonimpl_gbm8x8u~in_bm8x8u~in
CTC_RET_SBB         | 32      | asm://logix/bitmatrix.ops?nonimpl_g#nonimpl_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 166     | asm://logix/bitmatrix.ops?nor_g#nor_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 92      | asm://logix/bitmatrix.ops?nor_g#nor_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 205     | asm://logix/bitmatrix.ops?nor_g#nor_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 134     | asm://logix/bitmatrix.ops?nor_g#nor_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 206     | asm://logix/bitmatrix.ops?nor_g#nor_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 135     | asm://logix/bitmatrix.ops?nor_g#nor_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 104     | asm://logix/bitmatrix.ops?nor_g#nor_gbm8x8u~in_bm8x8u~in
CTC_RET_Zx3         | 33      | asm://logix/bitmatrix.ops?nor_g#nor_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 124     | asm://logix/bitmatrix.ops?not_g#not_gbm16x16u~in
CTC_RET_INTR        | 59      | asm://logix/bitmatrix.ops?not_g#not_gbm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 156     | asm://logix/bitmatrix.ops?not_g#not_gbm32x32u~in
CTC_RET_INTR        | 94      | asm://logix/bitmatrix.ops?not_g#not_gbm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 157     | asm://logix/bitmatrix.ops?not_g#not_gbm64x64u~in
CTC_RET_INTR        | 95      | asm://logix/bitmatrix.ops?not_g#not_gbm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 92      | asm://logix/bitmatrix.ops?not_g#not_gbm8x8u~in
CTC_RET_SBB         | 24      | asm://logix/bitmatrix.ops?not_g#not_gbm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 158     | asm://logix/bitmatrix.ops?or_g#or_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 84      | asm://logix/bitmatrix.ops?or_g#or_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 197     | asm://logix/bitmatrix.ops?or_g#or_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 126     | asm://logix/bitmatrix.ops?or_g#or_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 197     | asm://logix/bitmatrix.ops?or_g#or_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 126     | asm://logix/bitmatrix.ops?or_g#or_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 101     | asm://logix/bitmatrix.ops?or_g#or_gbm8x8u~in_bm8x8u~in
CTC_RET_Zx3         | 30      | asm://logix/bitmatrix.ops?or_g#or_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_SBB         | 28      | asm://logix/bitmatrix.ops?right_g#right_gbm16x16u~in_bm16x16u~in
CTC_INTRx2          | 100     | asm://logix/bitmatrix.ops?right_g#right_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_SBB         | 28      | asm://logix/bitmatrix.ops?right_g#right_gbm32x32u~in_bm32x32u~in
CTC_INTRx2          | 101     | asm://logix/bitmatrix.ops?right_g#right_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_SBB         | 28      | asm://logix/bitmatrix.ops?right_g#right_gbm64x64u~in_bm64x64u~in
CTC_INTRx2          | 101     | asm://logix/bitmatrix.ops?right_g#right_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_SBB         | 28      | asm://logix/bitmatrix.ops?right_g#right_gbm8x8u~in_bm8x8u~in
CTC_INTRx2          | 97      | asm://logix/bitmatrix.ops?right_g#right_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 124     | asm://logix/bitmatrix.ops?rnot_g#rnot_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 59      | asm://logix/bitmatrix.ops?rnot_g#rnot_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 156     | asm://logix/bitmatrix.ops?rnot_g#rnot_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 91      | asm://logix/bitmatrix.ops?rnot_g#rnot_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 157     | asm://logix/bitmatrix.ops?rnot_g#rnot_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 92      | asm://logix/bitmatrix.ops?rnot_g#rnot_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 92      | asm://logix/bitmatrix.ops?rnot_g#rnot_gbm8x8u~in_bm8x8u~in
CTC_RET_SBB         | 24      | asm://logix/bitmatrix.ops?rnot_g#rnot_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 221     | asm://logix/bitmatrix.ops?select_g#select_gbm16x16u~in_bm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 126     | asm://logix/bitmatrix.ops?select_g#select_gbm16x16u~in_bm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 267     | asm://logix/bitmatrix.ops?select_g#select_gbm32x32u~in_bm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 179     | asm://logix/bitmatrix.ops?select_g#select_gbm32x32u~in_bm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 267     | asm://logix/bitmatrix.ops?select_g#select_gbm64x64u~in_bm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 179     | asm://logix/bitmatrix.ops?select_g#select_gbm64x64u~in_bm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 121     | asm://logix/bitmatrix.ops?select_g#select_gbm8x8u~in_bm8x8u~in_bm8x8u~in
CTC_RET_SBB         | 44      | asm://logix/bitmatrix.ops?select_g#select_gbm8x8u~in_bm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_ZED_SBB     | 39      | asm://logix/bitmatrix.ops?true_g#true_g
CTC_RET_SBB         | 40      | asm://logix/bitmatrix.ops?true_g#true_g
CTC_RET_Zx3         | 30      | asm://logix/bitmatrix.ops?true_g#true_g
CTC_RET_ZED_SBB     | 35      | asm://logix/bitmatrix.ops?true_g#true_g
CTC_RET_SBB         | 40      | asm://logix/bitmatrix.ops?true_g#true_gbm16x16u~in
CTC_RET_SBB         | 40      | asm://logix/bitmatrix.ops?true_g#true_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 70      | asm://logix/bitmatrix.ops?true_g#true_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_Zx3         | 30      | asm://logix/bitmatrix.ops?true_g#true_gbm32x32u~in
CTC_RET_Zx3         | 30      | asm://logix/bitmatrix.ops?true_g#true_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 70      | asm://logix/bitmatrix.ops?true_g#true_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_ZED_SBB     | 35      | asm://logix/bitmatrix.ops?true_g#true_gbm64x64u~in
CTC_RET_ZED_SBB     | 35      | asm://logix/bitmatrix.ops?true_g#true_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 75      | asm://logix/bitmatrix.ops?true_g#true_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_ZED_SBB     | 39      | asm://logix/bitmatrix.ops?true_g#true_gbm8x8u~in
CTC_RET_ZED_SBB     | 39      | asm://logix/bitmatrix.ops?true_g#true_gbm8x8u~in_bm8x8u~in
CTC_RET_INTR        | 70      | asm://logix/bitmatrix.ops?true_g#true_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 116     | asm://logix/bitmatrix.ops?xnor_g#xnor_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 45      | asm://logix/bitmatrix.ops?xnor_g#xnor_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 155     | asm://logix/bitmatrix.ops?xnor_g#xnor_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 85      | asm://logix/bitmatrix.ops?xnor_g#xnor_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 156     | asm://logix/bitmatrix.ops?xnor_g#xnor_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 86      | asm://logix/bitmatrix.ops?xnor_g#xnor_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 104     | asm://logix/bitmatrix.ops?xnor_g#xnor_gbm8x8u~in_bm8x8u~in
CTC_RET_Zx3         | 33      | asm://logix/bitmatrix.ops?xnor_g#xnor_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 108     | asm://logix/bitmatrix.ops?xor_g#xor_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 37      | asm://logix/bitmatrix.ops?xor_g#xor_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 147     | asm://logix/bitmatrix.ops?xor_g#xor_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 77      | asm://logix/bitmatrix.ops?xor_g#xor_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 147     | asm://logix/bitmatrix.ops?xor_g#xor_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 77      | asm://logix/bitmatrix.ops?xor_g#xor_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 101     | asm://logix/bitmatrix.ops?xor_g#xor_gbm8x8u~in_bm8x8u~in
CTC_RET_Zx3         | 30      | asm://logix/bitmatrix.ops?xor_g#xor_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_INTR        | 116     | asm://logix/bitmatrix.ops?xornot_g#xornot_gbm16x16u~in_bm16x16u~in
CTC_RET_INTR        | 45      | asm://logix/bitmatrix.ops?xornot_g#xornot_gbm16x16u~in_bm16x16u~in_bm16x16u~ref
CTC_RET_INTR        | 155     | asm://logix/bitmatrix.ops?xornot_g#xornot_gbm32x32u~in_bm32x32u~in
CTC_RET_INTR        | 85      | asm://logix/bitmatrix.ops?xornot_g#xornot_gbm32x32u~in_bm32x32u~in_bm32x32u~ref
CTC_RET_INTR        | 156     | asm://logix/bitmatrix.ops?xornot_g#xornot_gbm64x64u~in_bm64x64u~in
CTC_RET_INTR        | 86      | asm://logix/bitmatrix.ops?xornot_g#xornot_gbm64x64u~in_bm64x64u~in_bm64x64u~ref
CTC_RET_INTR        | 104     | asm://logix/bitmatrix.ops?xornot_g#xornot_gbm8x8u~in_bm8x8u~in
CTC_RET_Zx3         | 33      | asm://logix/bitmatrix.ops?xornot_g#xornot_gbm8x8u~in_bm8x8u~in_bm8x8u~ref
CTC_RET_Zx3         | 131     | asm://logix/bitvector.api?eval_g#eval_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 202     | asm://logix/bitvector.api?eval_g#eval_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 237     | asm://logix/bitvector.api?eval_g#eval_gBinaryBitLogicKind~8u
CTC_RET_Zx3         | 131     | asm://logix/bitvector.api?eval_g#eval_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 187     | asm://logix/bitvector.api?evalspec_g#evalspec_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 191     | asm://logix/bitvector.api?evalspec_g#evalspec_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 191     | asm://logix/bitvector.api?evalspec_g#evalspec_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 212     | asm://logix/bitvector.api?evalspec_g#evalspec_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 1056    | asm://logix/bitvector.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 1056    | asm://logix/bitvector.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 1056    | asm://logix/bitvector.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_Zx7         | 1056    | asm://logix/bitvector.api?lookup_g#lookup_gBinaryBitLogicKind~8u
CTC_RET_SBB         | 20      | asm://logix/bitvector.ops?and_g#and_g
CTC_RET_Zx3         | 10      | asm://logix/bitvector.ops?and_g#and_g
CTC_RET_SBB         | 12      | asm://logix/bitvector.ops?and_g#and_g
CTC_RET_SBB         | 20      | asm://logix/bitvector.ops?and_g#and_g
CTC_RET_Zx3         | 22      | asm://logix/bitvector.ops?cimpl_g#cimpl_g
CTC_RET_Zx3         | 22      | asm://logix/bitvector.ops?cimpl_g#cimpl_g
CTC_RET_SBB         | 12      | asm://logix/bitvector.ops?cimpl_g#cimpl_g
CTC_RET_ZED_SBB     | 15      | asm://logix/bitvector.ops?cimpl_g#cimpl_g
CTC_RET_ZED_SBB     | 23      | asm://logix/bitvector.ops?cnonimpl_g#cnonimpl_g
CTC_RET_ZED_SBB     | 11      | asm://logix/bitvector.ops?cnonimpl_g#cnonimpl_g
CTC_RET_ZED_SBB     | 23      | asm://logix/bitvector.ops?cnonimpl_g#cnonimpl_g
CTC_RET_ZED_SBB     | 11      | asm://logix/bitvector.ops?cnonimpl_g#cnonimpl_g
CTC_RET_SBB         | 16      | asm://logix/bitvector.ops?false_g#false_g
CTC_RET_Zx3         | 18      | asm://logix/bitvector.ops?false_g#false_g
CTC_RET_SBB         | 16      | asm://logix/bitvector.ops?false_g#false_g
CTC_RET_SBB         | 16      | asm://logix/bitvector.ops?false_g#false_g
CTC_RET_SBB         | 12      | asm://logix/bitvector.ops?impl_g#impl_g
CTC_RET_Zx3         | 22      | asm://logix/bitvector.ops?impl_g#impl_g
CTC_RET_ZED_SBB     | 15      | asm://logix/bitvector.ops?impl_g#impl_g
CTC_RET_Zx3         | 22      | asm://logix/bitvector.ops?impl_g#impl_g
CTC_RET_Zx3         | 13      | asm://logix/bitvector.ops?left_g#left_g
CTC_RET_Zx3         | 13      | asm://logix/bitvector.ops?left_g#left_g
CTC_RET_Zx3         | 14      | asm://logix/bitvector.ops?left_g#left_g
CTC_RET_SBB         | 12      | asm://logix/bitvector.ops?left_g#left_g
CTC_RET_Zx3         | 17      | asm://logix/bitvector.ops?lnot_g#lnot_g
CTC_RET_Zx3         | 14      | asm://logix/bitvector.ops?lnot_g#lnot_g
CTC_RET_Zx3         | 18      | asm://logix/bitvector.ops?lnot_g#lnot_g
CTC_RET_Zx3         | 18      | asm://logix/bitvector.ops?lnot_g#lnot_g
