Sequence  | Address         | Length  | Uri                                                                                                           | OpSig                                                                                                         | Data
10        | 7ff7c86a2380h   | 35      | hex://vfuncs/direct?vstore#vstore_(v256x8i,8i~ref)                                                            | void vstore(Vector256<sbyte> src, ref sbyte dst)                                                              | c5 f8 77 66 90 c5 fd 10 01 c5 fe 7f 02 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
11        | 7ff7c86a23b0h   | 35      | hex://vfuncs/direct?vstore#vstore_(v256x8u,8u~ref)                                                            | void vstore(Vector256<byte> src, ref byte dst)                                                                | c5 f8 77 66 90 c5 fd 10 01 c5 fe 7f 02 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
12        | 7ff7c86a23e0h   | 35      | hex://vfuncs/direct?vstore#vstore_(v256x16i,16i~ref)                                                          | void vstore(Vector256<short> src, ref short dst)                                                              | c5 f8 77 66 90 c5 fd 10 01 c5 fe 7f 02 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
13        | 7ff7c86a2410h   | 35      | hex://vfuncs/direct?vstore#vstore_(v256x16u,16u~ref)                                                          | void vstore(Vector256<ushort> src, ref ushort dst)                                                            | c5 f8 77 66 90 c5 fd 10 01 c5 fe 7f 02 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
14        | 7ff7c86a2440h   | 35      | hex://vfuncs/direct?vstore#vstore_(v256x32i,32i~ref)                                                          | void vstore(Vector256<int> src, ref int dst)                                                                  | c5 f8 77 66 90 c5 fd 10 01 c5 fe 7f 02 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
15        | 7ff7c86a2470h   | 35      | hex://vfuncs/direct?vstore#vstore_(v256x32u,32u~ref)                                                          | void vstore(Vector256<uint> src, ref uint dst)                                                                | c5 f8 77 66 90 c5 fd 10 01 c5 fe 7f 02 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
16        | 7ff7c86a24a0h   | 35      | hex://vfuncs/direct?vstore#vstore_(v256x64i,64i~ref)                                                          | void vstore(Vector256<long> src, ref long dst)                                                                | c5 f8 77 66 90 c5 fd 10 01 c5 fe 7f 02 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
17        | 7ff7c86a24d0h   | 35      | hex://vfuncs/direct?vstore#vstore_(v256x64u,64u~ref)                                                          | void vstore(Vector256<ulong> src, ref ulong dst)                                                              | c5 f8 77 66 90 c5 fd 10 01 c5 fe 7f 02 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
18        | 7ff7c86a2500h   | 35      | hex://vfuncs/direct?vstore#vstore_(v256x32f,32f~ref)                                                          | void vstore(Vector256<float> src, ref float dst)                                                              | c5 f8 77 66 90 c5 fd 10 01 c5 fc 11 02 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
19        | 7ff7c86a2530h   | 35      | hex://vfuncs/direct?vstore#vstore_(v256x64f,64f~ref)                                                          | void vstore(Vector256<double> src, ref double dst)                                                            | c5 f8 77 66 90 c5 fd 10 01 c5 fd 11 02 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
20        | 7ff7c86a2560h   | 39      | hex://vfuncs/direct?vstore#vstore_(v128x8i,8i~ref,32i)                                                        | void vstore(Vector128<sbyte> src, ref sbyte dst, int offset)                                                  | c5 f8 77 66 90 49 63 c0 48 03 c2 c5 f9 10 01 c5 fa 7f 00 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
21        | 7ff7c86a2590h   | 39      | hex://vfuncs/direct?vstore#vstore_(v128x8u,8u~ref,32i)                                                        | void vstore(Vector128<byte> src, ref byte dst, int offset)                                                    | c5 f8 77 66 90 49 63 c0 48 03 c2 c5 f9 10 01 c5 fa 7f 00 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
22        | 7ff7c86a25c0h   | 39      | hex://vfuncs/direct?vstore#vstore_(v128x16i,16i~ref,32i)                                                      | void vstore(Vector128<short> src, ref short dst, int offset)                                                  | c5 f8 77 66 90 49 63 c0 48 8d 04 42 c5 f9 10 01 c5 fa 7f 00 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
23        | 7ff7c86a25f0h   | 39      | hex://vfuncs/direct?vstore#vstore_(v128x16u,16u~ref,32i)                                                      | void vstore(Vector128<ushort> src, ref ushort dst, int offset)                                                | c5 f8 77 66 90 49 63 c0 48 8d 04 42 c5 f9 10 01 c5 fa 7f 00 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
24        | 7ff7c86a2620h   | 39      | hex://vfuncs/direct?vstore#vstore_(v128x32i,32i~ref,32i)                                                      | void vstore(Vector128<int> src, ref int dst, int offset)                                                      | c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 f9 10 01 c5 fa 7f 00 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
25        | 7ff7c86a2650h   | 39      | hex://vfuncs/direct?vstore#vstore_(v128x32u,32u~ref,32i)                                                      | void vstore(Vector128<uint> src, ref uint dst, int offset)                                                    | c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 f9 10 01 c5 fa 7f 00 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
26        | 7ff7c86a2680h   | 39      | hex://vfuncs/direct?vstore#vstore_(v128x64i,64i~ref,32i)                                                      | void vstore(Vector128<long> src, ref long dst, int offset)                                                    | c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 f9 10 01 c5 fa 7f 00 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
27        | 7ff7c86a26b0h   | 39      | hex://vfuncs/direct?vstore#vstore_(v128x64u,64u~ref,32i)                                                      | void vstore(Vector128<ulong> src, ref ulong dst, int offset)                                                  | c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 f9 10 01 c5 fa 7f 00 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
28        | 7ff7c86a26e0h   | 39      | hex://vfuncs/direct?vstore#vstore_(v128x32f,32f~ref,32i)                                                      | void vstore(Vector128<float> src, ref float dst, int offset)                                                  | c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 f9 10 01 c5 f8 11 00 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
29        | 7ff7c86a2710h   | 39      | hex://vfuncs/direct?vstore#vstore_(v128x64f,64f~ref,32i)                                                      | void vstore(Vector128<double> src, ref double dst, int offset)                                                | c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 f9 10 01 c5 f9 11 00 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
30        | 7ff7c86a2740h   | 475     | hex://vfuncs/direct?vstore#vstore_(v256x8i,8i~ref,32i)                                                        | void vstore(Vector256<sbyte> src, ref sbyte dst, int offset)                                                  | c5 f8 77 66 90 49 63 c0 48 03 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 a8 15 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 03 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 16 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 42 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 58 16 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 42 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 b0 16 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 08 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 60 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 b8 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 10 18 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fc 11 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 68 18 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fd 11 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
31        | 7ff7c86a2770h   | 427     | hex://vfuncs/direct?vstore#vstore_(v256x8u,8u~ref,32i)                                                        | void vstore(Vector256<byte> src, ref byte dst, int offset)                                                    | c5 f8 77 66 90 49 63 c0 48 03 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 16 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 42 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 58 16 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 42 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 b0 16 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 08 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 60 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 b8 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 10 18 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fc 11 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 68 18 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fd 11 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
32        | 7ff7c86a27a0h   | 379     | hex://vfuncs/direct?vstore#vstore_(v256x16i,16i~ref,32i)                                                      | void vstore(Vector256<short> src, ref short dst, int offset)                                                  | c5 f8 77 66 90 49 63 c0 48 8d 04 42 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 58 16 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 42 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 b0 16 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 08 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 60 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 b8 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 10 18 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fc 11 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 68 18 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fd 11 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
33        | 7ff7c86a27d0h   | 331     | hex://vfuncs/direct?vstore#vstore_(v256x16u,16u~ref,32i)                                                      | void vstore(Vector256<ushort> src, ref ushort dst, int offset)                                                | c5 f8 77 66 90 49 63 c0 48 8d 04 42 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 b0 16 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 08 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 60 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 b8 17 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fe 7f 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 10 18 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 82 c5 fd 10 01 c5 fc 11 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 68 18 c9 c8 f7 7f 00 00 c5 f8 77 66 90 49 63 c0 48 8d 04 c2 c5 fd 10 01 c5 fd 11 00 c5 f8 77 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
