Sequence  | Address         | Length  | Uri                                                                                                           | OpSig                                                                                                         | Data
10        | 7ff7c85bba80h   | 147     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,64i)                                                        | Vector128<long> vbroadcast(N128 n, long src)                                                                  | c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 70 d7 96 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c8 d7 96 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
11        | 7ff7c85bbab0h   | 99      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,64u)                                                        | Vector128<ulong> vbroadcast(N128 n, ulong src)                                                                | c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c8 d7 96 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
12        | 7ff7c85bbae0h   | 51      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,8i)                                                         | Vector256<sbyte> vbroadcast(N256 n, sbyte src)                                                                | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
13        | 7ff7c85bbb20h   | 51      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,8u)                                                         | Vector256<byte> vbroadcast(N256 n, byte src)                                                                  | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
14        | 7ff7c85bbb60h   | 51      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,16i)                                                        | Vector256<short> vbroadcast(N256 n, short src)                                                                | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 79 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
15        | 7ff7c85bbba0h   | 51      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,16u)                                                        | Vector256<ushort> vbroadcast(N256 n, ushort src)                                                              | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 79 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
16        | 7ff7c85bbbe0h   | 51      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,32i)                                                        | Vector256<int> vbroadcast(N256 n, int src)                                                                    | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 58 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
17        | 7ff7c85bbc20h   | 51      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,32u)                                                        | Vector256<uint> vbroadcast(N256 n, uint src)                                                                  | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 58 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
18        | 7ff7c85bbc60h   | 51      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,64i)                                                        | Vector256<long> vbroadcast(N256 n, long src)                                                                  | c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 7d 59 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
19        | 7ff7c85bbca0h   | 51      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,64u)                                                        | Vector256<ulong> vbroadcast(N256 n, ulong src)                                                                | c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 7d 59 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
20        | 7ff7c85bbce0h   | 179     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,32f)                                                        | Vector256<float> vbroadcast(N256 n, float src)                                                                | c5 f8 77 66 90 c5 fa 11 54 24 18 c4 e2 7d 18 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 e0 da 96 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fb 11 54 24 18 c4 e2 7d 19 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 38 db 96 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fa 11 54 24 18 c4 e2 79 18 44 24 18 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 90 db 96 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fb 12 c2 c5 f9 11 01 48 8b c1 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
21        | 7ff7c85bbd10h   | 131     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,64f)                                                        | Vector256<double> vbroadcast(N256 n, double src)                                                              | c5 f8 77 66 90 c5 fb 11 54 24 18 c4 e2 7d 19 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 38 db 96 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fa 11 54 24 18 c4 e2 79 18 44 24 18 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 90 db 96 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fb 12 c2 c5 f9 11 01 48 8b c1 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
22        | 7ff7c85bbd40h   | 83      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,32f)                                                        | Vector128<float> vbroadcast(N128 n128, float src)                                                             | c5 f8 77 66 90 c5 fa 11 54 24 18 c4 e2 79 18 44 24 18 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 90 db 96 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fb 12 c2 c5 f9 11 01 48 8b c1 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
23        | 7ff7c85bbd70h   | 35      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,64f)                                                        | Vector128<double> vbroadcast(N128 n128, double src)                                                           | c5 f8 77 66 90 c5 fb 12 c2 c5 f9 11 01 48 8b c1 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
