Sequence  | Address         | Length  | Uri                                                                                                           | OpSig                                                                                                         | Data
27        | 7ff7c839c440h   | 147     | hex://intrinsics/dinxfp?vnot#vnot_(v128x32f)                                                                  | Vector128<float> vnot(Vector128<float> src)                                                                   | c5 f8 77 66 90 c5 f9 10 02 c5 f8 c2 02 00 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 48 7e 4a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f9 c2 02 00 c5 f9 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 a0 7e 4a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c5 fc c2 02 00 c5 fc 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
28        | 7ff7c839c470h   | 99      | hex://intrinsics/dinxfp?vnot#vnot_(v128x64f)                                                                  | Vector128<double> vnot(Vector128<double> src)                                                                 | c5 f8 77 66 90 c5 f9 10 02 c5 f9 c2 02 00 c5 f9 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 a0 7e 4a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c5 fc c2 02 00 c5 fc 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
29        | 7ff7c839c4a0h   | 51      | hex://intrinsics/dinxfp?vnot#vnot_(v256x32f)                                                                  | Vector256<float> vnot(Vector256<float> src)                                                                   | c5 f8 77 66 90 c5 fd 10 02 c5 fc c2 02 00 c5 fc 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
30        | 7ff7c839c4e0h   | 51      | hex://intrinsics/dinxfp?vnot#vnot_(v256x64f)                                                                  | Vector256<double> vnot(Vector256<double> src)                                                                 | c5 f8 77 66 90 c5 fd 10 02 c5 fd c2 02 00 c5 fd 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
31        | 7ff7c839c520h   | 39      | hex://intrinsics/dinxfp?vxor#vxor_(v128x32f,v128x32f)                                                         | Vector128<float> vxor(Vector128<float> lhs, Vector128<float> rhs)                                             | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
32        | 7ff7c839c550h   | 39      | hex://intrinsics/dinxfp?vxor#vxor_(v128x64f,v128x64f)                                                         | Vector128<double> vxor(Vector128<double> lhs, Vector128<double> rhs)                                          | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
33        | 7ff7c839c580h   | 135     | hex://intrinsics/dinxfp?vxor#vxor_(v256x32f,v256x32f)                                                         | Vector256<float> vxor(Vector256<float> lhs, Vector256<float> rhs)                                             | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 58 80 4a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 b0 80 4a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
34        | 7ff7c839c5b0h   | 87      | hex://intrinsics/dinxfp?vxor#vxor_(v256x64f,v256x64f)                                                         | Vector256<double> vxor(Vector256<double> lhs, Vector256<double> rhs)                                          | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 b0 80 4a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
35        | 7ff7c839c5e0h   | 39      | hex://intrinsics/dinxfp?vxor#vxor_(v128x32f~in,v128x32f~in)                                                   | Vector128<float> vxor(in Vector128<float> x, in Vector128<float> y)                                           | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
36        | 7ff7c839c610h   | 39      | hex://intrinsics/dinxfp?vxor#vxor_(v128x64f~in,v128x64f~in)                                                   | Vector128<double> vxor(in Vector128<double> x, in Vector128<double> y)                                        | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
37        | 7ff7c839c640h   | 135     | hex://intrinsics/dinxfp?vxor#vxor_(v256x32f~in,v256x32f~in)                                                   | Vector256<float> vxor(in Vector256<float> x, in Vector256<float> y)                                           | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 b8 81 4a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 10 82 4a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 56 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
38        | 7ff7c839c670h   | 87      | hex://intrinsics/dinxfp?vxor#vxor_(v256x64f~in,v256x64f~in)                                                   | Vector256<double> vxor(in Vector256<double> x, in Vector256<double> y)                                        | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 10 82 4a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 56 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
39        | 7ff7c839c6a0h   | 39      | hex://intrinsics/dinxfp?vor#vor_(v128x32f,v128x32f)                                                           | Vector128<float> vor(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 56 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
40        | 7ff7c839c6d0h   | 39      | hex://intrinsics/dinxfp?vor#vor_(v128x64f,v128x64f)                                                           | Vector128<double> vor(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 56 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
41        | 7ff7c839c700h   | 147     | hex://intrinsics/dinxfp?vor#vor_(v256x32f,v256x32f)                                                           | Vector256<float> vor(Vector256<float> x, Vector256<float> y)                                                  | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 56 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 18 83 4a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 56 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 70 83 4a c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 79 10 00 c5 f8 c2 c8 00 c5 f8 57 c1 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
42        | 7ff7c839c730h   | 99      | hex://intrinsics/dinxfp?vor#vor_(v256x64f,v256x64f)                                                           | Vector256<double> vor(Vector256<double> x, Vector256<double> y)                                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 56 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 70 83 4a c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 79 10 00 c5 f8 c2 c8 00 c5 f8 57 c1 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
43        | 7ff7c839c760h   | 51      | hex://intrinsics/dinxfp?vxornot#vxornot_(v128x32f,v128x32f)                                                   | Vector128<float> vxornot(Vector128<float> x, Vector128<float> y)                                              | c5 f8 77 66 90 c4 c1 79 10 00 c5 f8 c2 c8 00 c5 f8 57 c1 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
44        | 7ff7c839c7a0h   | 51      | hex://intrinsics/dinxfp?vxornot#vxornot_(v128x64f,v128x64f)                                                   | Vector128<double> vxornot(Vector128<double> x, Vector128<double> y)                                           | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 c2 c8 00 c5 f9 57 c1 c5 f9 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
45        | 7ff7c839c7e0h   | 55      | hex://intrinsics/dinxfp?vxornot#vxornot_(v256x32f,v256x32f)                                                   | Vector256<float> vxornot(Vector256<float> x, Vector256<float> y)                                              | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fc c2 c8 00 c5 fc 57 c1 c5 fc 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
46        | 7ff7c839c820h   | 55      | hex://intrinsics/dinxfp?vxornot#vxornot_(v256x64f,v256x64f)                                                   | Vector256<double> vxornot(Vector256<double> x, Vector256<double> y)                                           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd c2 c8 00 c5 fd 57 c1 c5 fd 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
