Sequence  | Address         | Length  | Uri                                                                                                           | OpSig                                                                                                         | Data
10        | 7ff7c8586550h   | 243     | hex://root/bitconvert?GetBytes#GetBytes_g[8u](uspan8u,32i,32i)                                                | ReadOnlySpan<byte> GetBytes<byte>(ReadOnlySpan<byte> src, int offset, int count)                              | 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 18 48 8b 02 49 63 d0 48 03 c2 48 89 01 44 89 49 08 48 8b c1 48 83 c4 28 c3 e8 dc e4 1d ff cc 00 00 00 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 28 29 8b c8 f7 7f 00 00 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 18 48 8b 02 49 63 d0 48 03 c2 48 89 01 44 89 49 08 48 8b c1 48 83 c4 28 c3 e8 8c e4 1d ff cc 00 00 00 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 b0 29 8b c8 f7 7f 00 00 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 50 41 6b d1 02 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 f6 95 e0 5e e8 31 e4 1d ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
11        | 7ff7c85865a0h   | 163     | hex://root/bitconvert?GetBytes#GetBytes_g[8i](uspan8i,32i,32i)                                                | ReadOnlySpan<byte> GetBytes<sbyte>(ReadOnlySpan<sbyte> src, int offset, int count)                            | 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 18 48 8b 02 49 63 d0 48 03 c2 48 89 01 44 89 49 08 48 8b c1 48 83 c4 28 c3 e8 8c e4 1d ff cc 00 00 00 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 b0 29 8b c8 f7 7f 00 00 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 50 41 6b d1 02 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 f6 95 e0 5e e8 31 e4 1d ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
12        | 7ff7c85865f0h   | 83      | hex://root/bitconvert?GetBytes#GetBytes_g[16u](uspan16u,32i,32i)                                              | ReadOnlySpan<byte> GetBytes<ushort>(ReadOnlySpan<ushort> src, int offset, int count)                          | 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 50 41 6b d1 02 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 f6 95 e0 5e e8 31 e4 1d ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
13        | 7ff7c8586650h   | 83      | hex://root/bitconvert?GetBytes#GetBytes_g[16i](uspan16i,32i,32i)                                              | ReadOnlySpan<byte> GetBytes<short>(ReadOnlySpan<short> src, int offset, int count)                            | 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 50 41 6b d1 02 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 96 95 e0 5e e8 d1 e3 1d ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
14        | 7ff7c85866b0h   | 83      | hex://root/bitconvert?GetBytes#GetBytes_g[32u](uspan32u,32i,32i)                                              | ReadOnlySpan<byte> GetBytes<uint>(ReadOnlySpan<uint> src, int offset, int count)                              | 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 90 41 6b d1 04 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 36 95 e0 5e e8 71 e3 1d ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
15        | 7ff7c8586710h   | 83      | hex://root/bitconvert?GetBytes#GetBytes_g[32i](uspan32i,32i,32i)                                              | ReadOnlySpan<byte> GetBytes<int>(ReadOnlySpan<int> src, int offset, int count)                                | 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 90 41 6b d1 04 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 d6 94 e0 5e e8 11 e3 1d ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
16        | 7ff7c8586770h   | 83      | hex://root/bitconvert?GetBytes#GetBytes_g[64u](uspan64u,32i,32i)                                              | ReadOnlySpan<byte> GetBytes<ulong>(ReadOnlySpan<ulong> src, int offset, int count)                            | 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 d0 41 6b d1 08 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 76 94 e0 5e e8 b1 e2 1d ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
17        | 7ff7c85867d0h   | 83      | hex://root/bitconvert?GetBytes#GetBytes_g[64i](uspan64i,32i,32i)                                              | ReadOnlySpan<byte> GetBytes<long>(ReadOnlySpan<long> src, int offset, int count)                              | 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 d0 41 6b d1 08 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 16 94 e0 5e e8 51 e2 1d ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
18        | 7ff7c8586830h   | 83      | hex://root/bitconvert?GetBytes#GetBytes_g[32f](uspan32f,32i,32i)                                              | ReadOnlySpan<byte> GetBytes<float>(ReadOnlySpan<float> src, int offset, int count)                            | 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 90 41 6b d1 04 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 b6 93 e0 5e e8 f1 e1 1d ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
19        | 7ff7c8586890h   | 83      | hex://root/bitconvert?GetBytes#GetBytes_g[64f](uspan64f,32i,32i)                                              | ReadOnlySpan<byte> GetBytes<double>(ReadOnlySpan<double> src, int offset, int count)                          | 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 d0 41 6b d1 08 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 56 93 e0 5e e8 91 e1 1d ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
20        | 7ff7c85868f0h   | 552     | hex://root/bitconvert?GetBytes#GetBytes_g[8u](8u~in,span8u)                                                   | void GetBytes<byte>(in byte src, Span<byte> dst)                                                              | 0f 1f 44 00 00 48 8b 02 0f b6 11 88 10 c3 00 00 19 00 00 00 40 00 00 00 60 30 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 48 0f be 11 88 10 c3 00 19 00 00 00 40 00 00 00 e8 30 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 0f b7 11 66 89 10 c3 00 19 00 00 00 40 00 00 00 70 31 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 48 0f bf 11 66 89 10 c3 19 00 00 00 40 00 00 00 02 00 00 00 00 00 00 00 e8 cb ec cd 5e 5e 00 00 c0 66 8a c8 f7 7f 00 00 e8 bb ec cd 5e 5e 00 00 20 67 8a c8 f7 7f 00 00 e8 ab ec cd 5e 5e 00 00 80 67 8a c8 f7 7f 00 00 e8 9b ec cd 5e 5e 00 00 e0 67 8a c8 f7 7f 00 00 e8 8b ec cd 5e 5e 00 00 40 68 8a c8 f7 7f 00 00 e8 7b ec cd 5e 5e 00 00 a0 68 8a c8 f7 7f 00 00 e8 6b ec cd 5e 5e 00 00 00 69 8a c8 f7 7f 00 00 e8 5b ec cd 5e 5e 00 00 60 69 8a c8 f7 7f 00 00 e8 4b ec cd 5e 5e 00 00 c0 69 8a c8 f7 7f 00 00 e8 3b ec cd 5e 5e 00 00 20 6a 8a c8 f7 7f 00 00 e8 2b ec cd 5e 5e 00 00 80 6a 8a c8 f7 7f 00 00 e8 1b ec cd 5e 5e 00 00 e0 6a 8a c8 f7 7f 00 00 e8 0b ec cd 5e 5e 00 00 40 6b 8a c8 f7 7f 00 00 e8 fb eb cd 5e 5e 00 00 a0 6b 8a c8 f7 7f 00 00 e8 eb eb cd 5e 5e 00 00 00 6c 8a c8 f7 7f 00 00 e8 db eb cd 5e 5e 00 00 60 6c 8a c8 f7 7f 00 00 e8 cb eb cd 5e 5e 00 00 c0 6c 8a c8 f7 7f 00 00 e8 bb eb cd 5e 5e 00 00 20 6d 8a c8 f7 7f 00 00 e8 ab eb cd 5e 5e 00 00 80 6d 8a c8 f7 7f 00 00 e8 9b eb cd 5e 5e 00 00 e0 6d 8a c8 f7 7f 00 00 e8 8b eb cd 5e 5e 00 00 40 6e 8a c8 f7 7f 00 00 e8 7b eb cd 5e 5e 00 00 a0 6e 8a c8 f7 7f 00 00 e8 6b eb cd 5e 5e 00 00 00 6f 8a c8 f7 7f 00 00 e8 5b eb cd 5e 5e 00 00 60 6f 8a c8 f7 7f 00 00 e8 4b eb cd 5e 5e 00 00 c0 6f 8a c8 f7 7f 00 00 e8 3b eb cd 5e 5e 00 00 20 70 8a c8 f7 7f 00 00 00 00 00 00 00 00 00 00
21        | 7ff7c8586910h   | 520     | hex://root/bitconvert?GetBytes#GetBytes_g[8i](8i~in,span8u)                                                   | void GetBytes<sbyte>(in sbyte src, Span<byte> dst)                                                            | 0f 1f 44 00 00 48 8b 02 48 0f be 11 88 10 c3 00 19 00 00 00 40 00 00 00 e8 30 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 0f b7 11 66 89 10 c3 00 19 00 00 00 40 00 00 00 70 31 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 48 0f bf 11 66 89 10 c3 19 00 00 00 40 00 00 00 02 00 00 00 00 00 00 00 e8 cb ec cd 5e 5e 00 00 c0 66 8a c8 f7 7f 00 00 e8 bb ec cd 5e 5e 00 00 20 67 8a c8 f7 7f 00 00 e8 ab ec cd 5e 5e 00 00 80 67 8a c8 f7 7f 00 00 e8 9b ec cd 5e 5e 00 00 e0 67 8a c8 f7 7f 00 00 e8 8b ec cd 5e 5e 00 00 40 68 8a c8 f7 7f 00 00 e8 7b ec cd 5e 5e 00 00 a0 68 8a c8 f7 7f 00 00 e8 6b ec cd 5e 5e 00 00 00 69 8a c8 f7 7f 00 00 e8 5b ec cd 5e 5e 00 00 60 69 8a c8 f7 7f 00 00 e8 4b ec cd 5e 5e 00 00 c0 69 8a c8 f7 7f 00 00 e8 3b ec cd 5e 5e 00 00 20 6a 8a c8 f7 7f 00 00 e8 2b ec cd 5e 5e 00 00 80 6a 8a c8 f7 7f 00 00 e8 1b ec cd 5e 5e 00 00 e0 6a 8a c8 f7 7f 00 00 e8 0b ec cd 5e 5e 00 00 40 6b 8a c8 f7 7f 00 00 e8 fb eb cd 5e 5e 00 00 a0 6b 8a c8 f7 7f 00 00 e8 eb eb cd 5e 5e 00 00 00 6c 8a c8 f7 7f 00 00 e8 db eb cd 5e 5e 00 00 60 6c 8a c8 f7 7f 00 00 e8 cb eb cd 5e 5e 00 00 c0 6c 8a c8 f7 7f 00 00 e8 bb eb cd 5e 5e 00 00 20 6d 8a c8 f7 7f 00 00 e8 ab eb cd 5e 5e 00 00 80 6d 8a c8 f7 7f 00 00 e8 9b eb cd 5e 5e 00 00 e0 6d 8a c8 f7 7f 00 00 e8 8b eb cd 5e 5e 00 00 40 6e 8a c8 f7 7f 00 00 e8 7b eb cd 5e 5e 00 00 a0 6e 8a c8 f7 7f 00 00 e8 6b eb cd 5e 5e 00 00 00 6f 8a c8 f7 7f 00 00 e8 5b eb cd 5e 5e 00 00 60 6f 8a c8 f7 7f 00 00 e8 4b eb cd 5e 5e 00 00 c0 6f 8a c8 f7 7f 00 00 e8 3b eb cd 5e 5e 00 00 20 70 8a c8 f7 7f 00 00 00 00 00 00 00 00 00 00
22        | 7ff7c8586930h   | 488     | hex://root/bitconvert?GetBytes#GetBytes_g[16u](16u~in,span8u)                                                 | void GetBytes<ushort>(in ushort src, Span<byte> dst)                                                          | 0f 1f 44 00 00 48 8b 02 0f b7 11 66 89 10 c3 00 19 00 00 00 40 00 00 00 70 31 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 48 0f bf 11 66 89 10 c3 19 00 00 00 40 00 00 00 02 00 00 00 00 00 00 00 e8 cb ec cd 5e 5e 00 00 c0 66 8a c8 f7 7f 00 00 e8 bb ec cd 5e 5e 00 00 20 67 8a c8 f7 7f 00 00 e8 ab ec cd 5e 5e 00 00 80 67 8a c8 f7 7f 00 00 e8 9b ec cd 5e 5e 00 00 e0 67 8a c8 f7 7f 00 00 e8 8b ec cd 5e 5e 00 00 40 68 8a c8 f7 7f 00 00 e8 7b ec cd 5e 5e 00 00 a0 68 8a c8 f7 7f 00 00 e8 6b ec cd 5e 5e 00 00 00 69 8a c8 f7 7f 00 00 e8 5b ec cd 5e 5e 00 00 60 69 8a c8 f7 7f 00 00 e8 4b ec cd 5e 5e 00 00 c0 69 8a c8 f7 7f 00 00 e8 3b ec cd 5e 5e 00 00 20 6a 8a c8 f7 7f 00 00 e8 2b ec cd 5e 5e 00 00 80 6a 8a c8 f7 7f 00 00 e8 1b ec cd 5e 5e 00 00 e0 6a 8a c8 f7 7f 00 00 e8 0b ec cd 5e 5e 00 00 40 6b 8a c8 f7 7f 00 00 e8 fb eb cd 5e 5e 00 00 a0 6b 8a c8 f7 7f 00 00 e8 eb eb cd 5e 5e 00 00 00 6c 8a c8 f7 7f 00 00 e8 db eb cd 5e 5e 00 00 60 6c 8a c8 f7 7f 00 00 e8 cb eb cd 5e 5e 00 00 c0 6c 8a c8 f7 7f 00 00 e8 bb eb cd 5e 5e 00 00 20 6d 8a c8 f7 7f 00 00 e8 ab eb cd 5e 5e 00 00 80 6d 8a c8 f7 7f 00 00 e8 9b eb cd 5e 5e 00 00 e0 6d 8a c8 f7 7f 00 00 e8 8b eb cd 5e 5e 00 00 40 6e 8a c8 f7 7f 00 00 e8 7b eb cd 5e 5e 00 00 a0 6e 8a c8 f7 7f 00 00 e8 6b eb cd 5e 5e 00 00 00 6f 8a c8 f7 7f 00 00 e8 5b eb cd 5e 5e 00 00 60 6f 8a c8 f7 7f 00 00 e8 4b eb cd 5e 5e 00 00 c0 6f 8a c8 f7 7f 00 00 e8 3b eb cd 5e 5e 00 00 20 70 8a c8 f7 7f 00 00 00 00 00 00 00 00 00 00
23        | 7ff7c8586950h   | 456     | hex://root/bitconvert?GetBytes#GetBytes_g[16i](16i~in,span8u)                                                 | void GetBytes<short>(in short src, Span<byte> dst)                                                            | 0f 1f 44 00 00 48 8b 02 48 0f bf 11 66 89 10 c3 19 00 00 00 40 00 00 00 02 00 00 00 00 00 00 00 e8 cb ec cd 5e 5e 00 00 c0 66 8a c8 f7 7f 00 00 e8 bb ec cd 5e 5e 00 00 20 67 8a c8 f7 7f 00 00 e8 ab ec cd 5e 5e 00 00 80 67 8a c8 f7 7f 00 00 e8 9b ec cd 5e 5e 00 00 e0 67 8a c8 f7 7f 00 00 e8 8b ec cd 5e 5e 00 00 40 68 8a c8 f7 7f 00 00 e8 7b ec cd 5e 5e 00 00 a0 68 8a c8 f7 7f 00 00 e8 6b ec cd 5e 5e 00 00 00 69 8a c8 f7 7f 00 00 e8 5b ec cd 5e 5e 00 00 60 69 8a c8 f7 7f 00 00 e8 4b ec cd 5e 5e 00 00 c0 69 8a c8 f7 7f 00 00 e8 3b ec cd 5e 5e 00 00 20 6a 8a c8 f7 7f 00 00 e8 2b ec cd 5e 5e 00 00 80 6a 8a c8 f7 7f 00 00 e8 1b ec cd 5e 5e 00 00 e0 6a 8a c8 f7 7f 00 00 e8 0b ec cd 5e 5e 00 00 40 6b 8a c8 f7 7f 00 00 e8 fb eb cd 5e 5e 00 00 a0 6b 8a c8 f7 7f 00 00 e8 eb eb cd 5e 5e 00 00 00 6c 8a c8 f7 7f 00 00 e8 db eb cd 5e 5e 00 00 60 6c 8a c8 f7 7f 00 00 e8 cb eb cd 5e 5e 00 00 c0 6c 8a c8 f7 7f 00 00 e8 bb eb cd 5e 5e 00 00 20 6d 8a c8 f7 7f 00 00 e8 ab eb cd 5e 5e 00 00 80 6d 8a c8 f7 7f 00 00 e8 9b eb cd 5e 5e 00 00 e0 6d 8a c8 f7 7f 00 00 e8 8b eb cd 5e 5e 00 00 40 6e 8a c8 f7 7f 00 00 e8 7b eb cd 5e 5e 00 00 a0 6e 8a c8 f7 7f 00 00 e8 6b eb cd 5e 5e 00 00 00 6f 8a c8 f7 7f 00 00 e8 5b eb cd 5e 5e 00 00 60 6f 8a c8 f7 7f 00 00 e8 4b eb cd 5e 5e 00 00 c0 6f 8a c8 f7 7f 00 00 e8 3b eb cd 5e 5e 00 00 20 70 8a c8 f7 7f 00 00 00 00 00 00 00 00 00 00
24        | 7ff7c8586d80h   | 163     | hex://root/bitconvert?GetBytes#GetBytes_g[32u](32u~in,span8u)                                                 | void GetBytes<uint>(in uint src, Span<byte> dst)                                                              | 0f 1f 44 00 00 48 8b 02 8b 11 89 10 c3 00 00 00 19 00 00 00 40 00 00 00 80 32 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 8b 11 89 10 c3 00 00 00 19 00 00 00 40 00 00 00 08 33 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 48 8b 11 48 89 10 c3 00 19 00 00 00 40 00 00 00 90 33 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 48 8b 11 48 89 10 c3 00 19 00 00 00 40 00 00 00 18 34 8b c8 f7 7f 00 00 c5 f8 77 66 90 48 8b 02 c5 fa 10 01 c5 fa 11 00 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
25        | 7ff7c8586da0h   | 131     | hex://root/bitconvert?GetBytes#GetBytes_g[32i](32i~in,span8u)                                                 | void GetBytes<int>(in int src, Span<byte> dst)                                                                | 0f 1f 44 00 00 48 8b 02 8b 11 89 10 c3 00 00 00 19 00 00 00 40 00 00 00 08 33 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 48 8b 11 48 89 10 c3 00 19 00 00 00 40 00 00 00 90 33 8b c8 f7 7f 00 00 0f 1f 44 00 00 48 8b 02 48 8b 11 48 89 10 c3 00 19 00 00 00 40 00 00 00 18 34 8b c8 f7 7f 00 00 c5 f8 77 66 90 48 8b 02 c5 fa 10 01 c5 fa 11 00 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
