Sequence  | Address         | Length  | Uri                                                                                       | OpSig                                                                                     | Data
16        | 7ff7c83e78a0h   | 1208    | hex://intrinsics/dinx?vbfly#vbfly_(n1,v128x8u)                                            | Vector128<byte> vbfly(N1 n, Vector128<byte> x)                                            | 48 83 ec 18 c5 f8 77 c7 44 24 14 66 00 00 00 48 8d 44 24 14 c4 e2 79 78 44 24 14 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 01 c7 44 24 10 fe 00 00 00 48 8d 44 24 10 c4 e2 79 78 64 24 10 c5 e1 db dc c5 f8 28 e2 c5 d9 73 d4 01 c7 44 24 0c 7f 00 00 00 48 8d 44 24 0c c4 e2 79 78 6c 24 0c c5 d9 db e5 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 18 c3 cc cc cc cc cc cc cc cc cc cc cc cc cc cc 19 04 01 00 04 22 00 00 40 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 e8 eb dc e7 5e 5e 00 00 28 f5 3c c8 f7 7f 00 00 e8 db dc e7 5e 5e 00 00 88 f5 3c c8 f7 7f 00 00 e8 cb dc e7 5e 5e 00 00 e8 f5 3c c8 f7 7f 00 00 e8 bb dc e7 5e 5e 00 00 48 f6 3c c8 f7 7f 00 00 e8 ab dc e7 5e 5e 00 00 a8 f6 3c c8 f7 7f 00 00 e8 9b dc e7 5e 5e 00 00 08 f7 3c c8 f7 7f 00 00 e8 8b dc e7 5e 5e 00 00 68 f7 3c c8 f7 7f 00 00 e8 7b dc e7 5e 5e 00 00 c8 f7 3c c8 f7 7f 00 00 e8 6b dc e7 5e 5e 00 00 28 f8 3c c8 f7 7f 00 00 e8 5b dc e7 5e 5e 00 00 88 f8 3c c8 f7 7f 00 00 e8 4b dc e7 5e 5e 00 00 e8 f8 3c c8 f7 7f 00 00 e8 3b dc e7 5e 5e 00 00 48 f9 3c c8 f7 7f 00 00 e8 2b dc e7 5e 5e 00 00 a8 f9 3c c8 f7 7f 00 00 e8 1b dc e7 5e 5e 00 00 08 fa 3c c8 f7 7f 00 00 e8 0b dc e7 5e 5e 00 00 68 fa 3c c8 f7 7f 00 00 e8 fb db e7 5e 5e 00 00 c8 fa 3c c8 f7 7f 00 00 e8 eb db e7 5e 5e 00 00 28 fb 3c c8 f7 7f 00 00 e8 db db e7 5e 5e 00 00 88 fb 3c c8 f7 7f 00 00 e8 cb db e7 5e 5e 00 00 e8 fb 3c c8 f7 7f 00 00 e8 bb db e7 5e 5e 00 00 48 fc 3c c8 f7 7f 00 00 e8 ab db e7 5e 5e 00 00 a8 fc 3c c8 f7 7f 00 00 e8 9b db e7 5e 5e 00 00 08 fd 3c c8 f7 7f 00 00 e8 8b db e7 5e 5e 00 00 68 fd 3c c8 f7 7f 00 00 e8 7b db e7 5e 5e 00 00 c8 fd 3c c8 f7 7f 00 00 e8 6b db e7 5e 5e 00 00 28 fe 3c c8 f7 7f 00 00 e8 5b db e7 5e 5e 00 00 88 fe 3c c8 f7 7f 00 00 e8 4b db e7 5e 5e 00 00 e8 fe 3c c8 f7 7f 00 00 e8 3b db e7 5e 5e 00 00 48 ff 3c c8 f7 7f 00 00 e8 2b db e7 5e 5e 00 00 a8 ff 3c c8 f7 7f 00 00 e8 1b db e7 5e 5e 00 00 40 00 46 c8 f7 7f 00 00 e8 0b db e7 5e 5e 00 00 a0 00 46 c8 f7 7f 00 00 e8 fb da e7 5e 5e 00 00 00 01 46 c8 f7 7f 00 00 e8 eb da e7 5e 5e 00 00 60 01 46 c8 f7 7f 00 00 e8 db da e7 5e 5e 00 00 c0 01 46 c8 f7 7f 00 00 e8 cb da e7 5e 5e 00 00 20 02 46 c8 f7 7f 00 00 e8 bb da e7 5e 5e 00 00 80 02 46 c8 f7 7f 00 00 e8 ab da e7 5e 5e 00 00 e0 02 46 c8 f7 7f 00 00 e8 9b da e7 5e 5e 00 00 40 03 46 c8 f7 7f 00 00 e8 8b da e7 5e 5e 00 00 a0 03 46 c8 f7 7f 00 00 e8 7b da e7 5e 5e 00 00 00 04 46 c8 f7 7f 00 00 e8 6b da e7 5e 5e 00 00 60 04 46 c8 f7 7f 00 00 e8 5b da e7 5e 5e 00 00 c0 04 46 c8 f7 7f 00 00 e8 4b da e7 5e 5e 00 00 20 05 46 c8 f7 7f 00 00 e8 3b da e7 5e 5e 00 00 80 05 46 c8 f7 7f 00 00 e8 2b da e7 5e 5e 00 00 e0 05 46 c8 f7 7f 00 00 e8 1b da e7 5e 5e 00 00 40 06 46 c8 f7 7f 00 00 e8 0b da e7 5e 5e 00 00 a0 06 46 c8 f7 7f 00 00 e8 fb d9 e7 5e 5e 00 00 00 07 46 c8 f7 7f 00 00 e8 eb d9 e7 5e 5e 00 00 60 07 46 c8 f7 7f 00 00 e8 db d9 e7 5e 5e 00 00 c0 07 46 c8 f7 7f 00 00 e8 cb d9 e7 5e 5e 00 00 20 08 46 c8 f7 7f 00 00 e8 bb d9 e7 5e 5e 00 00 80 08 46 c8 f7 7f 00 00 e8 ab d9 e7 5e 5e 00 00 e0 08 46 c8 f7 7f 00 00 e8 9b d9 e7 5e 5e 00 00 40 09 46 c8 f7 7f 00 00 e8 8b d9 e7 5e 5e 00 00 a0 09 46 c8 f7 7f 00 00 e8 7b d9 e7 5e 5e 00 00 00 0a 46 c8 f7 7f 00 00 e8 6b d9 e7 5e 5e 00 00 60 0a 46 c8 f7 7f 00 00 e8 5b d9 e7 5e 5e 00 00 c0 0a 46 c8 f7 7f 00 00 e8 4b d9 e7 5e 5e 00 00 20 0b 46 c8 f7 7f 00 00 e8 3b d9 e7 5e 5e 00 00 80 0b 46 c8 f7 7f 00 00 e8 2b d9 e7 5e 5e 00 00 e0 0b 46 c8 f7 7f 00 00 e8 1b d9 e7 5e 5e 00 00 40 0c 46 c8 f7 7f 00 00 e8 0b d9 e7 5e 5e 00 00 a0 0c 46 c8 f7 7f 00 00 e8 fb d8 e7 5e 5e 00 00 00 0d 46 c8 f7 7f 00 00 00 00 00 00 00 00 00 00
17        | 7ff7c83e7d60h   | 119     | hex://intrinsics/dinx?vbfly#vbfly_(n1,v128x16u)                                           | Vector128<ushort> vbfly(N1 n, Vector128<ushort> x)                                        | 50 c5 f8 77 90 c7 44 24 04 66 66 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 71 f3 01 c5 f8 28 e2 c5 d9 71 d4 01 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
18        | 7ff7c83e7de0h   | 119     | hex://intrinsics/dinx?vbfly#vbfly_(n1,v128x32u)                                           | Vector128<uint> vbfly(N1 n, Vector128<uint> x)                                            | 50 c5 f8 77 90 c7 44 24 04 66 66 66 66 48 8d 44 24 04 c4 e2 79 58 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 72 f3 01 c5 f8 28 e2 c5 d9 72 d4 01 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
19        | 7ff7c83e7e60h   | 423     | hex://intrinsics/dinx?vbfly#vbfly_(n1,v128x64u)                                           | Vector128<ulong> vbfly(N1 n, Vector128<ulong> x)                                          | 50 c5 f8 77 90 48 b8 66 66 66 66 66 66 66 66 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 01 c5 f8 28 e2 c5 d9 73 d4 01 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 68 d3 3d c8 f7 7f 00 00 48 83 ec 18 c5 f8 77 c7 44 24 14 3c 00 00 00 48 8d 44 24 14 c4 e2 79 78 44 24 14 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 02 c7 44 24 10 fc 00 00 00 48 8d 44 24 10 c4 e2 79 78 64 24 10 c5 e1 db dc c5 f8 28 e2 c5 d9 73 d4 02 c7 44 24 0c 3f 00 00 00 48 8d 44 24 0c c4 e2 79 78 6c 24 0c c5 d9 db e5 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 18 c3 cc cc cc cc cc cc cc cc cc cc cc cc cc cc 19 04 01 00 04 22 00 00 40 00 00 00 00 00 00 00 c0 d3 3d c8 f7 7f 00 00 50 c5 f8 77 90 c7 44 24 04 3c 3c 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 71 f3 02 c5 f8 28 e2 c5 d9 71 d4 02 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
20        | 7ff7c83e7ee0h   | 295     | hex://intrinsics/dinx?vbfly#vbfly_(n2,v128x8u)                                            | Vector128<byte> vbfly(N2 n, Vector128<byte> x)                                            | 48 83 ec 18 c5 f8 77 c7 44 24 14 3c 00 00 00 48 8d 44 24 14 c4 e2 79 78 44 24 14 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 02 c7 44 24 10 fc 00 00 00 48 8d 44 24 10 c4 e2 79 78 64 24 10 c5 e1 db dc c5 f8 28 e2 c5 d9 73 d4 02 c7 44 24 0c 3f 00 00 00 48 8d 44 24 0c c4 e2 79 78 6c 24 0c c5 d9 db e5 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 18 c3 cc cc cc cc cc cc cc cc cc cc cc cc cc cc 19 04 01 00 04 22 00 00 40 00 00 00 00 00 00 00 c0 d3 3d c8 f7 7f 00 00 50 c5 f8 77 90 c7 44 24 04 3c 3c 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 71 f3 02 c5 f8 28 e2 c5 d9 71 d4 02 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
21        | 7ff7c83e7f90h   | 119     | hex://intrinsics/dinx?vbfly#vbfly_(n2,v128x16u)                                           | Vector128<ushort> vbfly(N2 n, Vector128<ushort> x)                                        | 50 c5 f8 77 90 c7 44 24 04 3c 3c 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 71 f3 02 c5 f8 28 e2 c5 d9 71 d4 02 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
22        | 7ff7c83e8010h   | 119     | hex://intrinsics/dinx?vbfly#vbfly_(n2,v128x32u)                                           | Vector128<uint> vbfly(N2 n, Vector128<uint> x)                                            | 50 c5 f8 77 90 c7 44 24 04 3c 3c 3c 3c 48 8d 44 24 04 c4 e2 79 58 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 72 f3 02 c5 f8 28 e2 c5 d9 72 d4 02 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
23        | 7ff7c83e8090h   | 247     | hex://intrinsics/dinx?vbfly#vbfly_(n2,v128x64u)                                           | Vector128<ulong> vbfly(N2 n, Vector128<ulong> x)                                          | 50 c5 f8 77 90 48 b8 3c 3c 3c 3c 3c 3c 3c 3c 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 02 c5 f8 28 e2 c5 d9 73 d4 02 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 c8 d4 3d c8 f7 7f 00 00 50 c5 f8 77 90 c7 44 24 04 f0 0f 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 71 f3 04 c5 f8 28 e2 c5 d9 71 d4 04 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
24        | 7ff7c83e8110h   | 119     | hex://intrinsics/dinx?vbfly#vbfly_(n4,v128x16u)                                           | Vector128<ushort> vbfly(N4 n, Vector128<ushort> x)                                        | 50 c5 f8 77 90 c7 44 24 04 f0 0f 00 00 48 8d 44 24 04 c4 e2 79 79 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 71 f3 04 c5 f8 28 e2 c5 d9 71 d4 04 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
25        | 7ff7c83e8190h   | 119     | hex://intrinsics/dinx?vbfly#vbfly_(n4,v128x32u)                                           | Vector128<uint> vbfly(N4 n, Vector128<uint> x)                                            | 50 c5 f8 77 90 c7 44 24 04 f0 0f f0 0f 48 8d 44 24 04 c4 e2 79 58 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 72 f3 04 c5 f8 28 e2 c5 d9 72 d4 04 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
26        | 7ff7c83e8210h   | 247     | hex://intrinsics/dinx?vbfly#vbfly_(n4,v128x64u)                                           | Vector128<ulong> vbfly(N4 n, Vector128<ulong> x)                                          | 50 c5 f8 77 90 48 b8 f0 0f f0 0f f0 0f f0 0f 48 89 04 24 48 8d 04 24 c4 e2 79 59 04 24 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 04 c5 f8 28 e2 c5 d9 73 d4 04 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 d0 d5 3d c8 f7 7f 00 00 50 c5 f8 77 90 c7 44 24 04 00 ff ff 00 48 8d 44 24 04 c4 e2 79 58 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 72 f3 08 c5 f8 28 e2 c5 d9 72 d4 08 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
27        | 7ff7c83e8290h   | 119     | hex://intrinsics/dinx?vbfly#vbfly_(n8,v128x32u)                                           | Vector128<uint> vbfly(N8 n, Vector128<uint> x)                                            | 50 c5 f8 77 90 c7 44 24 04 00 ff ff 00 48 8d 44 24 04 c4 e2 79 58 44 24 04 c4 c1 79 10 08 c5 f8 28 d1 c5 f8 28 d8 c5 e9 db d3 c5 f8 28 da c5 e1 72 f3 08 c5 f8 28 e2 c5 d9 72 d4 08 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c0 c5 f9 ef c1 c5 f9 11 01 48 8b c1 48 83 c4 08 c3 cc cc cc cc cc cc cc cc cc cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
