Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
14        | 7ff7c85a20f0h   | 138     | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[8u](n2,v128x8u)                                                           | Vector128<byte> vbfly<byte>(N2 n, Vector128<byte> x)                                                          | 48 83 ec 18 c5 f8 77 c4 c1 79 10 00 c7 44 24 14 3c 00 00 00 48 8d 44 24 14 c4 e2 79 78 4c 24 14 c5 f8 28 d0 c5 f8 28 d9 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 02 c7 44 24 10 fc 00 00 00 48 8d 44 24 10 c4 e2 79 78 64 24 10 c5 e1 db dc c5 f8 28 e2 c5 d9 73 d4 02 c7 44 24 0c 3f 00 00 00 48 8d 44 24 0c c4 e2 79 78 6c 24 0c c5 d9 db e5 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c9 c5 f1 ef c0 c5 f9 11 01 48 8b c1 48 83 c4 18 c3
15        | 7ff7c85a21a0h   | 88      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[16u](n2,v128x16u)                                                         | Vector128<ushort> vbfly<ushort>(N2 n, Vector128<ushort> x)                                                    | 50 c5 f8 77 90 c4 c1 79 10 00 c7 44 24 04 3c 3c 00 00 48 8d 44 24 04 c4 e2 79 79 4c 24 04 c5 f8 28 d0 c5 f8 28 d9 c5 e9 db d3 c5 f8 28 da c5 e1 71 f3 02 c5 f8 28 e2 c5 d9 71 d4 02 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c9 c5 f1 ef c0 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
16        | 7ff7c85a2620h   | 88      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[32u](n2,v128x32u)                                                         | Vector128<uint> vbfly<uint>(N2 n, Vector128<uint> x)                                                          | 50 c5 f8 77 90 c4 c1 79 10 00 c7 44 24 04 3c 3c 3c 3c 48 8d 44 24 04 c4 e2 79 58 4c 24 04 c5 f8 28 d0 c5 f8 28 d9 c5 e9 db d3 c5 f8 28 da c5 e1 72 f3 02 c5 f8 28 e2 c5 d9 72 d4 02 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c9 c5 f1 ef c0 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
17        | 7ff7c85a26a0h   | 92      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[64u](n2,v128x64u)                                                         | Vector128<ulong> vbfly<ulong>(N2 n, Vector128<ulong> x)                                                       | 50 c5 f8 77 90 c4 c1 79 10 00 48 b8 3c 3c 3c 3c 3c 3c 3c 3c 48 89 04 24 48 8d 04 24 c4 e2 79 59 0c 24 c5 f8 28 d0 c5 f8 28 d9 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 02 c5 f8 28 e2 c5 d9 73 d4 02 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c9 c5 f1 ef c0 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
18        | 7ff7c85a2720h   | 18      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[8u](n4,v128x8u)                                                           | Vector128<byte> vbfly<byte>(N4 n, Vector128<byte> x)                                                          | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 11 01 48 8b c1 c3
19        | 7ff7c85a2750h   | 88      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[16u](n4,v128x16u)                                                         | Vector128<ushort> vbfly<ushort>(N4 n, Vector128<ushort> x)                                                    | 50 c5 f8 77 90 c4 c1 79 10 00 c7 44 24 04 f0 0f 00 00 48 8d 44 24 04 c4 e2 79 79 4c 24 04 c5 f8 28 d0 c5 f8 28 d9 c5 e9 db d3 c5 f8 28 da c5 e1 71 f3 04 c5 f8 28 e2 c5 d9 71 d4 04 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c9 c5 f1 ef c0 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
20        | 7ff7c85a27d0h   | 88      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[32u](n4,v128x32u)                                                         | Vector128<uint> vbfly<uint>(N4 n, Vector128<uint> x)                                                          | 50 c5 f8 77 90 c4 c1 79 10 00 c7 44 24 04 f0 0f f0 0f 48 8d 44 24 04 c4 e2 79 58 4c 24 04 c5 f8 28 d0 c5 f8 28 d9 c5 e9 db d3 c5 f8 28 da c5 e1 72 f3 04 c5 f8 28 e2 c5 d9 72 d4 04 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c9 c5 f1 ef c0 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
21        | 7ff7c85a2850h   | 92      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[64u](n4,v128x64u)                                                         | Vector128<ulong> vbfly<ulong>(N4 n, Vector128<ulong> x)                                                       | 50 c5 f8 77 90 c4 c1 79 10 00 48 b8 f0 0f f0 0f f0 0f f0 0f 48 89 04 24 48 8d 04 24 c4 e2 79 59 0c 24 c5 f8 28 d0 c5 f8 28 d9 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 04 c5 f8 28 e2 c5 d9 73 d4 04 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c9 c5 f1 ef c0 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
22        | 7ff7c85a28d0h   | 18      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[8u](n8,v128x8u)                                                           | Vector128<byte> vbfly<byte>(N8 n, Vector128<byte> x)                                                          | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 11 01 48 8b c1 c3
23        | 7ff7c85a2900h   | 18      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[16u](n8,v128x16u)                                                         | Vector128<ushort> vbfly<ushort>(N8 n, Vector128<ushort> x)                                                    | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 11 01 48 8b c1 c3
24        | 7ff7c85a2930h   | 88      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[32u](n8,v128x32u)                                                         | Vector128<uint> vbfly<uint>(N8 n, Vector128<uint> x)                                                          | 50 c5 f8 77 90 c4 c1 79 10 00 c7 44 24 04 00 ff ff 00 48 8d 44 24 04 c4 e2 79 58 4c 24 04 c5 f8 28 d0 c5 f8 28 d9 c5 e9 db d3 c5 f8 28 da c5 e1 72 f3 08 c5 f8 28 e2 c5 d9 72 d4 08 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c9 c5 f1 ef c0 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
25        | 7ff7c85a29b0h   | 92      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[64u](n8,v128x64u)                                                         | Vector128<ulong> vbfly<ulong>(N8 n, Vector128<ulong> x)                                                       | 50 c5 f8 77 90 c4 c1 79 10 00 48 b8 00 ff ff 00 00 ff ff 00 48 89 04 24 48 8d 04 24 c4 e2 79 59 0c 24 c5 f8 28 d0 c5 f8 28 d9 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 08 c5 f8 28 e2 c5 d9 73 d4 08 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c9 c5 f1 ef c0 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
26        | 7ff7c85a2a30h   | 18      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[8u](n16,v128x8u)                                                          | Vector128<byte> vbfly<byte>(N16 n, Vector128<byte> x)                                                         | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 11 01 48 8b c1 c3
27        | 7ff7c85a2a60h   | 18      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[16u](n16,v128x16u)                                                        | Vector128<ushort> vbfly<ushort>(N16 n, Vector128<ushort> x)                                                   | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 11 01 48 8b c1 c3
28        | 7ff7c85a2a90h   | 18      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[32u](n16,v128x32u)                                                        | Vector128<uint> vbfly<uint>(N16 n, Vector128<uint> x)                                                         | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 11 01 48 8b c1 c3
29        | 7ff7c85a2ac0h   | 92      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[64u](n16,v128x64u)                                                        | Vector128<ulong> vbfly<ulong>(N16 n, Vector128<ulong> x)                                                      | 50 c5 f8 77 90 c4 c1 79 10 00 48 b8 00 00 ff ff ff ff 00 00 48 89 04 24 48 8d 04 24 c4 e2 79 59 0c 24 c5 f8 28 d0 c5 f8 28 d9 c5 e9 db d3 c5 f8 28 da c5 e1 73 f3 10 c5 f8 28 e2 c5 d9 73 d4 10 c5 e1 ef dc c5 e9 ef d3 c5 e9 db c9 c5 f1 ef c0 c5 f9 11 01 48 8b c1 48 83 c4 08 c3
30        | 7ff7c85a2f50h   | 141     | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[8u](n1,v256x8u)                                                           | Vector256<byte> vbfly<byte>(N1 n, Vector256<byte> x)                                                          | 48 83 ec 18 c5 f8 77 c4 c1 7d 10 00 c7 44 24 14 66 00 00 00 48 8d 44 24 14 c4 e2 7d 78 4c 24 14 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 73 f3 01 c7 44 24 10 fe 00 00 00 48 8d 44 24 10 c4 e2 7d 78 64 24 10 c5 e5 db dc c5 fc 28 e2 c5 dd 73 d4 01 c7 44 24 0c 7f 00 00 00 48 8d 44 24 0c c4 e2 7d 78 6c 24 0c c5 dd db e5 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 18 c3
31        | 7ff7c85a3000h   | 91      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[16u](n1,v256x16u)                                                         | Vector256<ushort> vbfly<ushort>(N1 n, Vector256<ushort> x)                                                    | 50 c5 f8 77 90 c4 c1 7d 10 00 c7 44 24 04 66 66 00 00 48 8d 44 24 04 c4 e2 7d 79 4c 24 04 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 71 f3 01 c5 fc 28 e2 c5 dd 71 d4 01 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
32        | 7ff7c85a3080h   | 91      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[32u](n1,v256x32u)                                                         | Vector256<uint> vbfly<uint>(N1 n, Vector256<uint> x)                                                          | 50 c5 f8 77 90 c4 c1 7d 10 00 c7 44 24 04 66 66 66 66 48 8d 44 24 04 c4 e2 7d 58 4c 24 04 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 72 f3 01 c5 fc 28 e2 c5 dd 72 d4 01 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
33        | 7ff7c85a3100h   | 95      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[64u](n1,v256x64u)                                                         | Vector256<ulong> vbfly<ulong>(N1 n, Vector256<ulong> x)                                                       | 50 c5 f8 77 90 c4 c1 7d 10 00 48 b8 66 66 66 66 66 66 66 66 48 89 04 24 48 8d 04 24 c4 e2 7d 59 0c 24 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 73 f3 01 c5 fc 28 e2 c5 dd 73 d4 01 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
34        | 7ff7c85a3180h   | 141     | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[8u](n2,v256x8u)                                                           | Vector256<byte> vbfly<byte>(N2 n, Vector256<byte> x)                                                          | 48 83 ec 18 c5 f8 77 c4 c1 7d 10 00 c7 44 24 14 3c 00 00 00 48 8d 44 24 14 c4 e2 7d 78 4c 24 14 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 73 f3 02 c7 44 24 10 fc 00 00 00 48 8d 44 24 10 c4 e2 7d 78 64 24 10 c5 e5 db dc c5 fc 28 e2 c5 dd 73 d4 02 c7 44 24 0c 3f 00 00 00 48 8d 44 24 0c c4 e2 7d 78 6c 24 0c c5 dd db e5 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 18 c3
35        | 7ff7c85a3230h   | 91      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[16u](n2,v256x16u)                                                         | Vector256<ushort> vbfly<ushort>(N2 n, Vector256<ushort> x)                                                    | 50 c5 f8 77 90 c4 c1 7d 10 00 c7 44 24 04 3c 3c 00 00 48 8d 44 24 04 c4 e2 7d 79 4c 24 04 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 71 f3 02 c5 fc 28 e2 c5 dd 71 d4 02 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
36        | 7ff7c85a32b0h   | 91      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[32u](n2,v256x32u)                                                         | Vector256<uint> vbfly<uint>(N2 n, Vector256<uint> x)                                                          | 50 c5 f8 77 90 c4 c1 7d 10 00 c7 44 24 04 3c 3c 3c 3c 48 8d 44 24 04 c4 e2 7d 58 4c 24 04 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 72 f3 02 c5 fc 28 e2 c5 dd 72 d4 02 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
37        | 7ff7c85a3330h   | 95      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[64u](n2,v256x64u)                                                         | Vector256<ulong> vbfly<ulong>(N2 n, Vector256<ulong> x)                                                       | 50 c5 f8 77 90 c4 c1 7d 10 00 48 b8 3c 3c 3c 3c 3c 3c 3c 3c 48 89 04 24 48 8d 04 24 c4 e2 7d 59 0c 24 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 73 f3 02 c5 fc 28 e2 c5 dd 73 d4 02 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
38        | 7ff7c85a33b0h   | 21      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[8u](n4,v256x8u)                                                           | Vector256<byte> vbfly<byte>(N4 n, Vector256<byte> x)                                                          | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
39        | 7ff7c85a33e0h   | 91      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[16u](n4,v256x16u)                                                         | Vector256<ushort> vbfly<ushort>(N4 n, Vector256<ushort> x)                                                    | 50 c5 f8 77 90 c4 c1 7d 10 00 c7 44 24 04 f0 0f 00 00 48 8d 44 24 04 c4 e2 7d 79 4c 24 04 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 71 f3 04 c5 fc 28 e2 c5 dd 71 d4 04 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
40        | 7ff7c85a3460h   | 91      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[32u](n4,v256x32u)                                                         | Vector256<uint> vbfly<uint>(N4 n, Vector256<uint> x)                                                          | 50 c5 f8 77 90 c4 c1 7d 10 00 c7 44 24 04 f0 0f f0 0f 48 8d 44 24 04 c4 e2 7d 58 4c 24 04 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 72 f3 04 c5 fc 28 e2 c5 dd 72 d4 04 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
41        | 7ff7c85a34e0h   | 95      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[64u](n4,v256x64u)                                                         | Vector256<ulong> vbfly<ulong>(N4 n, Vector256<ulong> x)                                                       | 50 c5 f8 77 90 c4 c1 7d 10 00 48 b8 f0 0f f0 0f f0 0f f0 0f 48 89 04 24 48 8d 04 24 c4 e2 7d 59 0c 24 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 73 f3 04 c5 fc 28 e2 c5 dd 73 d4 04 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
42        | 7ff7c85a3560h   | 21      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[8u](n8,v256x8u)                                                           | Vector256<byte> vbfly<byte>(N8 n, Vector256<byte> x)                                                          | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
43        | 7ff7c85a3590h   | 21      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[16u](n8,v256x16u)                                                         | Vector256<ushort> vbfly<ushort>(N8 n, Vector256<ushort> x)                                                    | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
44        | 7ff7c85a35c0h   | 91      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[32u](n8,v256x32u)                                                         | Vector256<uint> vbfly<uint>(N8 n, Vector256<uint> x)                                                          | 50 c5 f8 77 90 c4 c1 7d 10 00 c7 44 24 04 00 ff ff 00 48 8d 44 24 04 c4 e2 7d 58 4c 24 04 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 72 f3 08 c5 fc 28 e2 c5 dd 72 d4 08 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
45        | 7ff7c85a3640h   | 95      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[64u](n8,v256x64u)                                                         | Vector256<ulong> vbfly<ulong>(N8 n, Vector256<ulong> x)                                                       | 50 c5 f8 77 90 c4 c1 7d 10 00 48 b8 00 ff ff 00 00 ff ff 00 48 89 04 24 48 8d 04 24 c4 e2 7d 59 0c 24 c5 fc 28 d0 c5 fc 28 d9 c5 ed db d3 c5 fc 28 da c5 e5 73 f3 08 c5 fc 28 e2 c5 dd 73 d4 08 c5 e5 ef dc c5 ed ef d3 c5 ed db c9 c5 f5 ef c0 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
46        | 7ff7c85a3ad0h   | 21      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[8u](n16,v256x8u)                                                          | Vector256<byte> vbfly<byte>(N16 n, Vector256<byte> x)                                                         | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
47        | 7ff7c85a3b00h   | 21      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[16u](n16,v256x16u)                                                        | Vector256<ushort> vbfly<ushort>(N16 n, Vector256<ushort> x)                                                   | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
48        | 7ff7c85a3b30h   | 21      | CTC_RET_INTR        | hex://intrinsics/ginx?vbfly#vbfly_g[32u](n16,v256x32u)                                                        | Vector256<uint> vbfly<uint>(N16 n, Vector256<uint> x)                                                         | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
