Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
18        | 7ff7c8642020h   | 27      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?fmsub#fmsub_(v128x64f,v128x64f,v128x64f)                                             | Vector128<double> fmsub(Vector128<double> x, Vector128<double> y, Vector128<double> z)                        | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ab 01 c5 f9 11 01 48 8b c1 c3
19        | 7ff7c8642050h   | 27      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?fnmadd#fnmadd_(v128x32f,v128x32f,v128x32f)                                           | Vector128<float> fnmadd(Vector128<float> x, Vector128<float> y, Vector128<float> z)                           | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3
20        | 7ff7c8642080h   | 27      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?fnmadd#fnmadd_(v128x64f,v128x64f,v128x64f)                                           | Vector128<double> fnmadd(Vector128<double> x, Vector128<double> y, Vector128<double> z)                       | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3
21        | 7ff7c86420b0h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?div#div_(v128x32f,v128x32f)                                                          | Vector128<float> div(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3
22        | 7ff7c86420e0h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?div#div_(v128x64f,v128x64f)                                                          | Vector128<double> div(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5e 00 c5 f9 11 01 48 8b c1 c3
23        | 7ff7c8642110h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?sub#sub_(v128x32f,v128x32f)                                                          | Vector128<float> sub(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5c 00 c5 f9 11 01 48 8b c1 c3
24        | 7ff7c8642140h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?sub#sub_(v128x64f,v128x64f)                                                          | Vector128<double> sub(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5c 00 c5 f9 11 01 48 8b c1 c3
25        | 7ff7c8642170h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?max#max_(v128x32f,v128x32f)                                                          | Vector128<float> max(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5f 00 c5 f9 11 01 48 8b c1 c3
26        | 7ff7c86421a0h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?max#max_(v128x64f,v128x64f)                                                          | Vector128<double> max(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5f 00 c5 f9 11 01 48 8b c1 c3
27        | 7ff7c86421d0h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?min#min_(v128x32f,v128x32f)                                                          | Vector128<float> min(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5d 00 c5 f9 11 01 48 8b c1 c3
28        | 7ff7c8642200h   | 22      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?min#min_(v128x64f,v128x64f)                                                          | Vector128<double> min(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5d 00 c5 f9 11 01 48 8b c1 c3
29        | 7ff7c8642230h   | 27      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?eq#eq_(v128x32f,v128x32f)                                                            | bool eq(Vector128<float> x, Vector128<float> y)                                                               | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2e 02 0f 9b c2 0f 94 c0 22 c2 0f b6 d0 8b c2 c3
30        | 7ff7c8642260h   | 27      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?eq#eq_(v128x64f,v128x64f)                                                            | bool eq(Vector128<double> x, Vector128<double> y)                                                             | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2e 02 0f 9b c2 0f 94 c0 22 c2 0f b6 d0 8b c2 c3
31        | 7ff7c8642290h   | 27      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?neq#neq_(v128x32f,v128x32f)                                                          | bool neq(Vector128<float> x, Vector128<float> y)                                                              | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3
32        | 7ff7c86422c0h   | 27      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?neq#neq_(v128x64f,v128x64f)                                                          | bool neq(Vector128<double> x, Vector128<double> y)                                                            | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3
33        | 7ff7c86422f0h   | 20      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?gt#gt_(v128x32f,v128x32f)                                                            | bool gt(Vector128<float> x, Vector128<float> y)                                                               | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3
34        | 7ff7c8642320h   | 20      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?gt#gt_(v128x64f,v128x64f)                                                            | bool gt(Vector128<double> x, Vector128<double> y)                                                             | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 97 c0 0f b6 c0 c3
35        | 7ff7c8642350h   | 20      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?gteq#gteq_(v128x32f,v128x32f)                                                        | bool gteq(Vector128<float> x, Vector128<float> y)                                                             | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 93 c0 0f b6 c0 c3
36        | 7ff7c8642380h   | 20      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?gteq#gteq_(v128x64f,v128x64f)                                                        | bool gteq(Vector128<double> x, Vector128<double> y)                                                           | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 93 c0 0f b6 c0 c3
37        | 7ff7c86423b0h   | 45      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?ngt#ngt_(v128x32f,v128x32f)                                                          | bool ngt(Vector128<float> x, Vector128<float> y)                                                              | 50 c5 f8 77 90 c5 f9 10 01 c5 fa c2 02 02 c5 fa 11 44 24 04 8b 44 24 04 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 08 c3
38        | 7ff7c8642400h   | 60      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?ngt#ngt_(v128x64f,v128x64f)                                                          | bool ngt(Vector128<double> x, Vector128<double> y)                                                            | 50 c5 f8 77 90 c5 f9 10 01 c5 fb c2 02 02 c5 fb 11 04 24 48 8b 04 24 48 ba ff ff ff ff ff ff ff 7f 48 23 c2 48 ba 00 00 00 00 00 00 f0 7f 48 3b c2 0f 9f c0 0f b6 c0 48 83 c4 08 c3
39        | 7ff7c8642460h   | 20      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?lt#lt_(v128x32f,v128x32f)                                                            | bool lt(Vector128<float> x, Vector128<float> y)                                                               | c5 f8 77 66 90 c5 f9 10 02 c5 f8 2f 01 0f 97 c0 0f b6 c0 c3
40        | 7ff7c8642490h   | 20      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?lt#lt_(v128x64f,v128x64f)                                                            | bool lt(Vector128<double> x, Vector128<double> y)                                                             | c5 f8 77 66 90 c5 f9 10 02 c5 f9 2f 01 0f 97 c0 0f b6 c0 c3
41        | 7ff7c86424c0h   | 45      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?nlt#nlt_(v128x32f,v128x32f)                                                          | bool nlt(Vector128<float> x, Vector128<float> y)                                                              | 50 c5 f8 77 90 c5 f9 10 01 c5 fa c2 02 05 c5 fa 11 44 24 04 8b 44 24 04 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 08 c3
42        | 7ff7c8642510h   | 60      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?nlt#nlt_(v128x64f,v128x64f)                                                          | bool nlt(Vector128<double> x, Vector128<double> y)                                                            | 50 c5 f8 77 90 c5 f9 10 01 c5 fb c2 02 05 c5 fb 11 04 24 48 8b 04 24 48 ba ff ff ff ff ff ff ff 7f 48 23 c2 48 ba 00 00 00 00 00 00 f0 7f 48 3b c2 0f 9f c0 0f b6 c0 48 83 c4 08 c3
43        | 7ff7c8642570h   | 20      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?lteq#lteq_(v128x32f,v128x32f)                                                        | bool lteq(Vector128<float> x, Vector128<float> y)                                                             | c5 f8 77 66 90 c5 f9 10 02 c5 f8 2e 01 0f 93 c0 0f b6 c0 c3
44        | 7ff7c86425a0h   | 20      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?lteq#lteq_(v128x64f,v128x64f)                                                        | bool lteq(Vector128<double> x, Vector128<double> y)                                                           | c5 f8 77 66 90 c5 f9 10 02 c5 f9 2e 01 0f 93 c0 0f b6 c0 c3
45        | 7ff7c86425d0h   | 63      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?cmp#cmp_(v128x32f,v128x32f,FpCmpMode~8u)                                             | Vector128<float> cmp(Vector128<float> x, Vector128<float> y, FpCmpMode:byte mode)                             | 56 48 83 ec 40 c5 f8 77 48 8b f1 c5 f9 10 02 c4 c1 79 10 08 48 8b ce c5 f9 29 44 24 30 c5 f9 29 4c 24 20 48 8d 54 24 30 4c 8d 44 24 20 45 0f b6 c9 e8 22 77 11 ff 48 8b c6 48 83 c4 40 5e c3
46        | 7ff7c8642630h   | 63      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?cmp#cmp_(v128x64f,v128x64f,FpCmpMode~8u)                                             | Vector128<double> cmp(Vector128<double> x, Vector128<double> y, FpCmpMode:byte mode)                          | 56 48 83 ec 40 c5 f8 77 48 8b f1 c5 f9 10 02 c4 c1 79 10 08 48 8b ce c5 f9 29 44 24 30 c5 f9 29 4c 24 20 48 8d 54 24 30 4c 8d 44 24 20 45 0f b6 c9 e8 ba 76 11 ff 48 8b c6 48 83 c4 40 5e c3
47        | 7ff7c8642690h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?ceil#ceil_(v128x32f)                                                                 | Vector128<float> ceil(Vector128<float> x)                                                                     | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0a c0 0a c5 f9 11 01 48 8b c1 c3
48        | 7ff7c86426c0h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?ceil#ceil_(v128x64f)                                                                 | Vector128<double> ceil(Vector128<double> x)                                                                   | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0b c0 0a c5 f9 11 01 48 8b c1 c3
49        | 7ff7c86426f0h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?floor#floor_(v128x32f)                                                               | Vector128<float> floor(Vector128<float> x)                                                                    | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0a c0 0a c5 f9 11 01 48 8b c1 c3
50        | 7ff7c8642720h   | 23      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?floor#floor_(v128x64f)                                                               | Vector128<double> floor(Vector128<double> x)                                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0b c0 0a c5 f9 11 01 48 8b c1 c3
51        | 7ff7c8642750h   | 21      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?rcp#rcp_(v128x32f)                                                                   | Vector128<float> rcp(Vector128<float> x)                                                                      | c5 f8 77 66 90 c5 f9 10 02 c5 fa 53 c0 c5 f9 11 01 48 8b c1 c3
52        | 7ff7c8642780h   | 21      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?sqrt#sqrt_(v128x32f)                                                                 | Vector128<float> sqrt(Vector128<float> x)                                                                     | c5 f8 77 66 90 c5 f9 10 02 c5 fa 51 c0 c5 f9 11 01 48 8b c1 c3
53        | 7ff7c86427b0h   | 21      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?sqrt#sqrt_(v128x64f)                                                                 | Vector128<double> sqrt(Vector128<double> x)                                                                   | c5 f8 77 66 90 c5 f9 10 02 c5 fb 51 c0 c5 f9 11 01 48 8b c1 c3
54        | 7ff7c86427e0h   | 21      | CTC_RET_INTR        | hex://intrinsics/dinxsfp?rsqrt#rsqrt_(v128x32f~ref)                                                           | ref Vector128<float> rsqrt(ref Vector128<float> x)                                                            | c5 f8 77 66 90 c5 f9 10 01 c5 fa 52 c0 c5 f9 11 01 48 8b c1 c3
55        | 7ff7c8642810h   | 76      | CTC_INTRx2          | hex://intrinsics/dinxsfp?IsNaN#IsNaN_(v128x32f,32i)                                                           | bool IsNaN(Vector128<float> x, int index)                                                                     | 48 83 ec 48 c5 f8 77 c5 f9 10 01 c5 f9 29 44 24 30 83 fa 04 73 2c 48 8d 44 24 30 48 63 ca c5 fa 10 04 88 c5 fa 11 44 24 2c 8b 44 24 2c 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 48 c3 b9 15 00 00 00 e8 c4 2a 12 ff
56        | 7ff7c8642880h   | 93      | CTC_INTRx2          | hex://intrinsics/dinxsfp?IsNaN#IsNaN_(v128x64f,32i)                                                           | bool IsNaN(Vector128<double> x, int index)                                                                    | 48 83 ec 48 c5 f8 77 c5 f9 10 01 c5 f9 29 44 24 30 83 fa 02 73 3d 48 8d 44 24 30 48 63 ca c5 fb 10 04 c8 c5 fb 11 44 24 28 48 8b 44 24 28 48 b9 ff ff ff ff ff ff ff 7f 48 23 c1 48 b9 00 00 00 00 00 00 f0 7f 48 3b c1 0f 9f c0 0f b6 c0 48 83 c4 48 c3 b9 15 00 00 00 e8 43 2a 12 ff
57        | 7ff7c8642900h   | 9       | CTC_RET_Zx3         | hex://intrinsics/dinxsfp?fpmode#fpmode_(FpCmpMode~8u)                                                         | FloatComparisonMode:byte fpmode(FpCmpMode:byte m)                                                             | 0f 1f 44 00 00 0f b6 c1 c3
